,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
4843,14-Oct-21,Executive Officer I/II in the Admissions Office [Ref. C/709/03],City University of Hong Kong,,Education,2 years,,,"['Duties :', 'Provide administrative support to student recruitment and admission of local and non-local students;', 'Liaise with academic departments on admissions works;', 'Organize University-wide events (such as JUPAS Consultation Day) and liaise with relevant parties;', 'Perform office management duties (such as keeping inventory and equipment maintenance records) and serve as Departmental Safety Officer;', 'Draft replies and supervise colleagues in handling email enquiries;', 'Deliver school talks and attend exhibitions at international schools;', 'Assist in planning and implementation of outreach activities; and', 'Perform any other duties as assigned.']"
4844,15-Oct-21,Actuarial Assistant,Well Link Life Insurance Company Limited,Sheung Wan,Insurance/Pension Funding,1 year,,,"['Job Responsibilities', 'Work with a team of actuarial professional to support both valuation and reporting functions', 'Assist in setting up and UAT of actuarial valuation process / model, financial reporting and capital management including local statutory, IFRS and EV/VNB', ""Assist in preparation regular Insurance Authority's statistics"", 'Assist in actuarial system development including Prophet, DCS, MS Access etc', 'Perform system UAT for product development and campaign set up on preposal system, E-sales system and LIS system', 'Handle validation on policy values on product materials including brochure, leaflet, launch pack', 'Perform other ad-hoc duties as assigned by management to support Actuarial Department', 'Job Requirements']"
4845,16-Oct-21,IT Engineer,Cyber World Creations (HK) Limited,Kwun Tong,Information Technology,1 year,,,"['Job Description', 'Handle user support services and provide technical advice to end users;', 'Carry out operating system and application installation, administration and on-going support;', 'Setup and support IT/AV equipment in all activities;', 'Provide user training workshops for various systems;', 'Follow up with the suppliers or vendors technical issues', 'Perform other duties as assigned by the head of department;', 'Testing new technology if necessary;', 'Requirements']"
4846,13-Oct-21,Technical Engineer,Hilti (HK) Ltd,Kwun Tong,Advertising/Public Relations/Marketing Services,,,,"['Who\xa0are Hilti?', 'Hilti provides leading-edge tools, technologies, software and services for the global construction sector. We have a proud heritage, built over 80 years, and a worldwide reputation for pioneering products and first-rate service. With 30,000 people in more than 120 countries, we’re a great place for you to show us your worth as you learn, grow and carve-out your career. Hilti has been accredited World’s Great Place to Work in 2017 and Kincentric Best Employer in Hong Kong in 2021.', 'Your Responsibilities', 'Provide professional advice and recommendations on anchor fastening and fire stop solutions to specifiers and end-customers in the construction industry', 'Educate specifiers or provide anchor design utilizing Hilti design software PROFIS ENGINEERING', 'Utilize and manage our technical solutions digital platform ASK HILTI to engage our focus specifiers', 'Organize and conduct technical training, webinar and seminar for specifiers and end-customers', 'Provide on-site technical support for the sales team and conduct on-site anchor testing &amp; commissioning work if necessary']"
4847,08-Oct-21,Senior Engineer (Mobile),GoAnimate Hong Kong Limited,Sheung Wan,Information Technology,,,,"['Senior Engineer (Mobile)', 'About the company', 'At\xa0Vyond, our mission is to put the power of video in the hands of everyone.\xa0Vyond\xa0allows people of all skill levels in all industries and job roles to create dynamic and powerful media. With features that go\xa0beyond\xa0moving text and images, you can build character-driven stories or compelling data visualizations that engage audiences and deliver results.', 'Founded as GoAnimate in 2007,\xa0Vyond\xa0has helped Global 2000 organizations, small businesses, and individuals produce more than 30 million videos.', 'With offices in Silicon Valley, Hong Kong, and Taiwan,\xa0Vyond\xa0employs a team of people whose creativity extends well\xa0beyond\xa0our office walls. We are passionate about the power of video and how it makes the static dynamic and transforms the mundane into the captivating.', 'VYOND™ is a trademark of GoAnimate, Inc.', 'Position Summary', 'Responsibilities', '- Develop features for our mobile app', '- Own small to medium projects and work under supervision', '- Lead the technical design for medium features (e.g. Features can be completed within one sprint) with guidance', '- Produce clear, concise, and standard compliant documentation', '- Produce technical specs with guidance', '- Use code reviews to filter anti patterns', 'Requirements', '- Degree in Computer Science or related fields.', '- Experience in developing, releasing iOS (Swift) or Android (JAVA / Kotlin) applications.', '- Deep understanding of Agile processes', '- Knowledge of full stack architecture.', '- Fluent English with excellent communication skills.']"
4848,07-Oct-21,IT Officer,Luk Hing Investment (Hong Kong) Limited,Sheung Wan,Food and Beverage,5 years,"['Higher Diploma or above in IT/Computer Science related disciplines', 'Minimum 5 years relevant experiences in I.T. support, with experience in “POS” is an advantage', 'With professional certificate in MCSE, CCNP, CCNA, ITIL, etc. is an advantage', 'Proficient in network administration, Microsoft Windows and cloud storage', 'Independent, have problem solving ability with good communication and interpersonal skills', 'Good command of both written and spoken English and Chinese', 'Able to perform under pressure', 'Immediately available is highly preferred']","['Responsible for daily technical support on desktop hardware, network, system, software, MS Windows, Office, Outlook and Point-of-Sales (“POS”)', 'Setup and configure desktop or networking devices and provide technical support', 'System troubleshooting, network configuration', 'Manage cloud computing, including data management, storage, networking', ""Skills on supporting tablet or smartphones, conference room's AV equipment or video conference tools"", 'Assist in ad-hoc projects', 'Working hour : 1030 - 1930', 'Requirements:', 'Higher Diploma or above in IT/Computer Science related disciplines', 'Minimum 5 years relevant experiences in I.T. support, with experience in “POS” is an advantage', 'With professional certificate in MCSE, CCNP, CCNA, ITIL, etc. is an advantage', 'Proficient in network administration, Microsoft Windows and cloud storage', 'Independent, have problem solving ability with good communication and interpersonal skills', 'Good command of both written and spoken English and Chinese']","['Responsibilities:', 'Responsible for daily technical support on desktop hardware, network, system, software, MS Windows, Office, Outlook and Point-of-Sales (“POS”)', 'Setup and configure desktop or networking devices and provide technical support', 'System troubleshooting, network configuration', 'Manage cloud computing, including data management, storage, networking', ""Skills on supporting tablet or smartphones, conference room's AV equipment or video conference tools"", 'Assist in ad-hoc projects', 'Working hour : 1030 - 1930', 'Requirements:', 'Higher Diploma or above in IT/Computer Science related disciplines', 'Minimum 5 years relevant experiences in I.T. support, with experience in “POS” is an advantage', 'With professional certificate in MCSE, CCNP, CCNA, ITIL, etc. is an advantage', 'Proficient in network administration, Microsoft Windows and cloud storage']"
4849,15-Oct-21,Web Developer/ Temporary Web Developer,Hop Lun (HK) Ltd,Lai Chi Kok,Clothing/Garment/Textile,2 years,"['Higher Diploma / Bachelor’s degree in computer science or related field', 'Advanced knowledge of Magento, JavaScript, HTML, PHP, CSS, and MySQL', 'Minimum 2-3 years experience with complete eCommerce lifecycle development', 'Understanding of modern UI/UX trends', 'Knowledge of Google Tag Manager, SEO, Google Analytics.', 'Ability to project-manage and work to strict deadlines', 'Ability to work in a team environment', 'Good command of spoken and written English, Chinese and Putonghua.', 'Interested parties, please apply via', 'here', '. For more information about our brand, please visit', 'www.hoplun.com']","['Meeting with different departments to discuss the needs of the company', 'Building and configuring Magento eCommerce websites', 'Coding of the Magento templates', 'Developing Magento modules in PHP using best practices', 'Designing themes and interfaces', 'Setting performance tasks and goals', 'Troubleshooting integration issues', 'Updating website features and security patches', 'Requirements:', 'Higher Diploma / Bachelor’s degree in computer science or related field']","['Responsibilities:', 'Meeting with different departments to discuss the needs of the company', 'Building and configuring Magento eCommerce websites', 'Coding of the Magento templates', 'Developing Magento modules in PHP using best practices', 'Designing themes and interfaces', 'Setting performance tasks and goals', 'Troubleshooting integration issues', 'Updating website features and security patches', 'Requirements:']"
4850,15-Oct-21,Assistant Production Officer (Pharmaceutical),Europharm Laboratoires Company Limited,Tai Po Area,Medical/Pharmaceutical,1 year,,,"['Key Roles and Responsibilities', 'Assisting the Production Controller for the following duties:-', 'Preparing documents (e.g. MBPR &amp; SOPs) for the Production Department;', 'Organize production schedule;', 'Supervise and monitor day-to-day running of the production operation;', 'Coordinate with other departments on production schedule and validation arrangement;', 'Train the new staff in the Production Department; &amp;', 'Perform routine check in the Production Department to ensure GMP implementation and compliance.', 'Qualifications and Experience']"
4851,15-Oct-21,System Analyst / Senior Analyst Programmer,Ricoh Hong Kong Limited,Kowloon Bay,Others,5 years,,,"['The Job:', 'Be a project leader to manage and deliver quality systems', 'Participates in all stages of\xa0Software Development Life Cycle from project Proposal to System Roll Out', 'Coach the team members to\xa0accomplish projects', 'Assists team head to monitor and control the projects', 'Liaise with business users and vendors on project implementation', 'Provides technical analysis and hands-on development per business needs', 'The Person:', 'Degree holder in Information Systems, Computer Science or IT related disciplines', '4 – 9 years solid experiences in commercial applications development with at least 5 years experiences in C#/RESTful APIs development/AJAX/JSON/XML', 'With hand-on experiences in project management and team management is highly preferred', 'Knowledge in', 'CRM / ERP', '/ D365 / SAP is an advantage', 'Familiar with Cloud / Agile Development and DevOps', 'Organized, self-motivated and work independently with good analytical skills']"
4852,13-Oct-21,Senior Food Technologist,Lee Kum Kee International Holdings Limited,Tai Po Area,Food and Beverage,7 years,"['Degree in Food Science or equivalent', 'Minimum 7 years of relevant experience in food manufacturing environment of which 3 years at supervisor level', 'Strong analytical skill, self-initiative, independent and able to work under pressure with minimum supervision', 'Strong interpersonal, presentation and communication techniques and be a good team player', 'Proficient in spoken and written in Cantonese &amp; English, Mandarin is an advantage', 'Proficiency in using PC applications i.e. Outlook, Word, Excels etc.', 'Willing to travel', 'We offer competitive salary package and attractive fringe benefits including life insurance, medical &amp; dental to the right candidates.', 'We also offer free lunch and free', 'shuttle bus', 'service.', 'Interested parties please click ""', 'Apply Now', '"" to submit your application including expected salary and contact information.']","['Facilitate new product development (NPD) projects management for specific zone market with cost effective and speed to market and ensure the products meet legal requirements, product quality and safety standards', 'Conduct potential vendor evaluation including processing procedures and quality management system', 'Conduct regular onsite supervision at vendors, monitor vendor production procedure to ensure the final products are within specifications, safe and meeting the required quality', 'Evaluate new and current raw material application from vendors and facilitate the related parties to develop the monitoring plan for production', 'Communicate with marketing, procurement and various departments to fix up outstanding problems, monitor the project timeline to achieve project targets', 'Handle customer inquiries and complaints, verify complaint corrective &amp; preventive actions', 'Prepare technical specifications and audit reports, analyze audit data and analytical results and present any trends to management', 'Provide technical support in new product development projects and ad-hoc issues', 'Requirements: -', 'Degree in Food Science or equivalent']","['Responsibilities: -', 'Facilitate new product development (NPD) projects management for specific zone market with cost effective and speed to market and ensure the products meet legal requirements, product quality and safety standards', 'Conduct potential vendor evaluation including processing procedures and quality management system', 'Conduct regular onsite supervision at vendors, monitor vendor production procedure to ensure the final products are within specifications, safe and meeting the required quality', 'Evaluate new and current raw material application from vendors and facilitate the related parties to develop the monitoring plan for production', 'Communicate with marketing, procurement and various departments to fix up outstanding problems, monitor the project timeline to achieve project targets', 'Handle customer inquiries and complaints, verify complaint corrective &amp; preventive actions', 'Prepare technical specifications and audit reports, analyze audit data and analytical results and present any trends to management', 'Provide technical support in new product development projects and ad-hoc issues', 'Requirements: -']"
4853,14-Oct-21,Environmental Consultant,Page Personnel,Wan Chai Area,Human Resources Management/Consultancy,4 years,,,"['An excellent opportunity in joining a multinational business valuation firm', 'Client Details', 'Our client is well established business valuation form, they are operating with a wide presence internationally and committed to assist their pool of clients in furthering their operations. To capitalize with their expansion in Hong Kong, they are seeking to recruit a Senior Associate.', 'Description', 'Advise clients on a full range of ESG services, specifically regarding to building/ infrastructure projects related to Green Building Certifications (BEAM, etc)', 'Conduct environmental impact assessments and green building/ infrastructure corporate ratings for corporate ESG reporting, including data collection, analysis and verification', ""Compile and draft ESG/Sustainability reports for the client's review in order to ensure that their ESG ratings is promoted after reviewing the documents"", 'Profile', ""Bachelor's degree in Environmental Science, Environmental Engineering, or any other Science disciplines"", 'A minimum of 4 years of environmental sustainability governance reporting, all of which should be obtained within an engineering consultancy', 'Strong project exposures to Green Building Certifications', 'An individual with a strong mindset for the implementation of changes in ESG', 'Job Offer', 'Well known brand']"
4854,16-Oct-21,Web Programmer - Government Department [Salary: up to $35K+],IT Solutions Ltd.,Wan Chai,Information Technology,2 years,"['Highier Diploma or above in Computer Science or equivalent', '2 years+ IT work experience', '1 year experience in HTML5, JavaScript and SQL.', 'Benefits:']","['Conduct Web Application Development.', 'Conduct program testing, system testing and user acceptance.', 'Prepare and maintain program documentation.', 'Assist in preparing project reports and specifications.', 'Requirements:', 'Highier Diploma or above in Computer Science or equivalent', '2 years+ IT work experience']","['We are searching\xa0for high-calibre', 'Web Programmers', 'to work on IT related projects development and support\xa0in the Government Department.', 'Responsibilities:', 'Conduct Web Application Development.', 'Conduct program testing, system testing and user acceptance.', 'Prepare and maintain program documentation.', 'Assist in preparing project reports and specifications.', 'Requirements:']"
4855,15-Oct-21,e-Banking: Mobile App Developers - Major Bank (Fresh Grad Welcome),IT Solutions Ltd.,,Information Technology,,"['Degree or above in Computer Science or related discipline.', '1 Year+ experience in mobile application development and support.', 'Experience in Mobile Platform Application Programming Interfaces (API) such as \xa0Android/iOS, Swift, Xcode, etc.', 'Fresh Graduates are also welcome to apply.', 'Benefits:', 'Attractive remunerations will be offered to the successful candidate.', 'Excellent opportunity to further develop your professional skills on Mobile App in a Major Bank.', 'If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:', 'jobs @itsolutions.com.hk']","['Develop and maintain a digital platform with mobile application.', 'System and system design and testing.', 'Prepare technical documentation.', 'Requirements:', 'Degree or above in Computer Science or related discipline.', '1 Year+ experience in mobile application development and support.', 'Experience in Mobile Platform Application Programming Interfaces (API) such as \xa0Android/iOS, Swift, Xcode, etc.', 'Fresh Graduates are also welcome to apply.', 'Benefits:']","['We are searching\xa0for high-calibre Analyst Programmers &amp; Programmers\xa0to\xa0work on', 'Mobile Banking Application Development Projects', '- in a Major Bank.', 'Responsibilities:', 'Develop and maintain a digital platform with mobile application.', 'System and system design and testing.', 'Prepare technical documentation.', 'Requirements:', 'Degree or above in Computer Science or related discipline.', '1 Year+ experience in mobile application development and support.']"
4856,15-Oct-21,Quality Assurance Officers (Treasury System Project) - Major Bank,IT Solutions Ltd.,Central,Information Technology,,"['Degree in Finance, Business Administration, Computer Science or related.', 'Strong written communications skills\xa0in English and Chinese.', 'Good knowledge of MS Office applications.', 'Training will be provided', 'Fresh Graduates are also welcome to apply.', 'Benefits:', 'Attractive remuneration will be offered to the successful candidates.', 'Excellent opportunity to further develop your professional skills in Banking Sector.', 'If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:']","['Work on QA of IT Software', 'Prepare test plan and test cases.', 'Perform User Acceptance Test.', 'Prepare testing report and UAT logs.', 'Requirements:', 'Degree in Finance, Business Administration, Computer Science or related.', 'Strong written communications skills\xa0in English and Chinese.', 'Good knowledge of MS Office applications.', 'Training will be provided', 'Fresh Graduates are also welcome to apply.']","['We are searching for a number of high-calibre', 'QA Officers', 'to work on the QA and testing of Treasury System software for major projects in a', 'Major Bank', '.', 'Responsibilities:', 'Work on QA of IT Software', 'Prepare test plan and test cases.', 'Perform User Acceptance Test.', 'Prepare testing report and UAT logs.', 'Requirements:', 'Degree in Finance, Business Administration, Computer Science or related.']"
4857,15-Oct-21,Systems Analyst (Ref# SA210916J),Hong Kong Cyberport Management Company Limited,Pok Fu Lam,Property Management / Consultancy,3 years,,,"['Key Responsibilities', ':', 'Engage with different business teams in order to capture user requirements for the new/ existing applications', 'Develop the functional enhancement specifications according to business needs', 'Participate in new project planning, business case preparation and project implementation', 'Ensure applications meeting corporate compliance and security standard', 'Act as Level 1 application support subject matter expert of Cyberport applications', 'Escalate application incidents to appropriate vendors and monitor the service level', 'Maintain systems documentations and provide application training to end users', 'General maintenance of application integration']"
4858,15-Oct-21,System Administrator / System Engineer,Southwest Securities (HK) Financial Management Limited,Causeway Bay,Financial Services,,"['Diploma or above in Computer Science or Information System, or related discipline with MCSA / MCSE / CCNA / CCNP qualification is preferred', '4 years’ or above relevant working experience in LAN/WAN, routers, switches, firewall, WiFi, SSL VPN and Video Conference', 'Hands-on experience in network and system infrastructure design, setup and maintenance', 'Experience in HKEx Network Infrastructure is an advantage', 'Experience in LAN/WAN, server virtualization, Windows/ Linux Server Administration and end user support']","['Provide user technical assistance for hardware and software operation', 'Coordinate with vendors on trading application support', 'Setup and Implement security policies, procedures and controls', 'Monitor network regular system health check, system performance tuning, capacity planning and ensure the whole network running efficiently', 'Design and optimize network and system infrastructure']","['Job Responsibilities:', 'Provide user technical assistance for hardware and software operation', 'Coordinate with vendors on trading application support', 'Setup and Implement security policies, procedures and controls', 'Monitor network regular system health check, system performance tuning, capacity planning and ensure the whole network running efficiently']"
4859,16-Oct-21,Derivatives Systems: J2EE SA / AP / P - Major Bank (Fresh Grad Welcome),IT Solutions Ltd.,,Information Technology,1 year,"['Degree in Computer Science or related discipline', '1 year+ experience in Java, J2EE', 'No banking experience is required.', 'Good communication skills.', '** Candidates with less experience will be considered as Programmers', 'Benefits:', 'Attractive remunerations will be offered to the successful candidates.', 'Excellent opportunity to further develop your professional skills in a major bank.', 'If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:']","['Banking application development and enhancement on Derivatives Applications', 'Participate in the whole software development lifecycle', 'System analysis and system design', 'Develop\xa0and test applications\xa0using', 'Java,\xa0J2EE, Spring, Hibernate,\xa0IBM WebSphere, IBM RAD, DB2 on IBM AIX, etc', '.', 'System rollout and support', 'Requirements:', 'Degree in Computer Science or related discipline', '1 year+ experience in Java, J2EE', 'No banking experience is required.', 'Good communication skills.']","['We are searching on behalf of a major bank for a number of high-calibre Systems Analysts &amp; Analyst Programmers to join\xa0their dynamic\xa0team\xa0and work on', 'Derivatives Applications', '.', 'Responsibilities:', 'Banking application development and enhancement on Derivatives Applications', 'Participate in the whole software development lifecycle', 'System analysis and system design', 'Develop\xa0and test applications\xa0using', 'Java,\xa0J2EE, Spring, Hibernate,\xa0IBM WebSphere, IBM RAD, DB2 on IBM AIX, etc', '.', 'System rollout and support', 'Requirements:']"
4860,15-Oct-21,Project Manager,Ricoh Hong Kong Limited,Kowloon Bay,Others,8 years,,,"['The Job:', 'Provide Project Management and have overall accountability from all activities during project lifecycle', 'Support the consultancy force for achieving the business targets during pre-sales stage', 'Acts as a communication bridge between customers, internal departments and 3rd parties / vendors', 'Ensure overall project delivery, schedule and budget attainment and effective management of business user expectations in achieving overall desired outcomes, results and deliverables', 'Manage overall end-to-end project lifecycle oversight and management that includes the phases involving discovery, requirements gathering in partnership with Business function teams, project planning, design, build, testing and deployment', 'Conduct effective and efficient project team status meetings and develop sustainable planning model which best fits our business', 'Anticipate issues and risk and address them quickly, with an understanding of the critical path', 'Uplift the professional project management standard and reusable templates']"
4861,12-Oct-21,Senior Information Officer (Ref: 21/192),Lingnan University,Tuen Mun Area,Education,5 years,,,"['Lingnan University,', 'Senior Information Officer, Information Technology Services Centre', '(Ref: 21/192)', 'The appointee will work with a team of IT professionals to a) perform application development, testing and implementation using the latest technology; b) collaborate with team members closely to build high quality applications with attention to good user experience; c) assist the implementation of digital transformation initiatives across all business functions considering the latest technological trends; d) deliver an efficient, sustainable and robust enterprise solution in a modern technology environment; e) undertake other tasks as assigned.', 'Requirements', 'Applicants should have (i) a recognized degree in Information Technology, Computer Science or related disciplines or equivalent; (ii) a minimum of 5 years relevant experience in web application development with responsive design in both desktop and mobile platforms; (iii) experience in using PHP, Python, Java, JavaScript, SQL and RESTful API; (iv) hands on experience with Jasper Report will be an advantage; (v) new emerging skill like AI, Chatbot, Blockchain and big data analytics is preferable; (vi) excellent communication and organizational skills; (vii) proficiency in written and spoken English with strong analytical skills; and (viii) the ability to work independently and in teams. Candidates with working knowledge of the Banner ERP System will be advantageous.', 'Candidates with less/more experience will also be considered for appointment at a relevant rank.', 'Salary and Fringe Benefits']"
4862,11-Oct-21,IT Officer,The University of Hong Kong,Pok Fu Lam,Education,,,,"['IT Officer (holding the functional title of IT Business Analyst) in the Information Technology Services (ITS)', '(Ref.: 508554) (to commence as soon as possible, on a two-year fixed-term basis with contract-end gratuity and University contribution to a retirement benefits scheme, totalling up to 10% of basic salary, with the possibility of renewal)', 'ITS provides central IT services to support the University’s teaching, learning, research and administrative activities. ITS is transforming its organization to support the new strategic development and strategic adoption of new technologies. We are seeking high caliber candidates to support different services and new development. Information about ITS can be obtained at', 'https://www.its.hku.hk/', '.', 'Applicants should possess a good Bachelor’s degree in a related field and/or equivalent significant experience as an IT Business Analyst within a large and complex organizational environment. They should have solid experiences in the following areas:', 'performing detailed business process analysis, analyzing business problems, identifying process improvement opportunities and recommending appropriate IT solutions;', 'preparing and delivering a report of the findings to the management with comprehensive risk and impact assessment;', 'gathering data and analyzing business and user needs;', 'defining business requirements and discussing with stakeholders;', 'analyzing, developing and streamlining business processes for IT project implementation;', 'developing comprehensive end-to-end (E2E) test cases at the application and multi-application levels;']"
4863,13-Oct-21,Operation Manager (Japanese Speaking),Lee Kum Kee International Holdings Limited,Tai Po Area,Food and Beverage,5 years,"['Degree in Food Science, Supply Chain Management, Business Administration or related disciplines', 'At least 5 years working experience in food production, supply chain management or procurement', 'Excellent communication both written and spoken in Japanese, English and Chinese', 'Strong leadership, organizational skills and analytical mindset', 'Strong interpersonal skills will be an added advantage', 'Frequent travel is required', 'We offer competitive salary package and attractive fringe benefits including life insurance, medical &amp; dental to the right candidates. We also offer free lunch and free', 'shuttle bus', 'service.', 'Interested parties please click\xa0“', 'Apply Now', '” to\xa0submit your application including expected salary and contact information', '.']","['Develop side products/business when raw material business as per required budget', 'Expand the sourcing of raw material in an effective and efficient fashion and ensure the quality standard of raw material', 'Maintain current market knowledge and changing market conditions. \xa0Advise management of current trends in prices and purchasing availability', 'Improve purchasing volume by exploring new suppliers/processing sites and recommend management possible cooperation models', 'Maintain effective business relationship with suppliers', 'Handle ad hoc projects and task as assigned by the Company', 'Requirements: -', 'Degree in Food Science, Supply Chain Management, Business Administration or related disciplines', 'At least 5 years working experience in food production, supply chain management or procurement', 'Excellent communication both written and spoken in Japanese, English and Chinese']","['Responsibilities: -', 'Develop side products/business when raw material business as per required budget', 'Expand the sourcing of raw material in an effective and efficient fashion and ensure the quality standard of raw material', 'Maintain current market knowledge and changing market conditions. \xa0Advise management of current trends in prices and purchasing availability', 'Improve purchasing volume by exploring new suppliers/processing sites and recommend management possible cooperation models', 'Maintain effective business relationship with suppliers', 'Handle ad hoc projects and task as assigned by the Company', 'Requirements: -', 'Degree in Food Science, Supply Chain Management, Business Administration or related disciplines']"
4864,13-Oct-21,Operation Manager (Thai Speaking),Lee Kum Kee International Holdings Limited,Tai Po Area,Food and Beverage,5 years,"['Degree in Food Science, Supply Chain Management, Business Administration or related disciplines', 'At least 5 years working experience in food production, supply chain management or procurement', 'Excellent communication both written and spoken in Thai, English and Chinese', 'Strong leadership, organizational skills and analytical mindset', 'Strong interpersonal skills will be an added advantage', 'Frequent travel is required', 'We offer competitive salary package and attractive fringe benefits including life insurance, medical &amp; dental to the right candidates. We also offer free lunch and free', 'shuttle bus', 'service.', 'Interested parties please click\xa0“', 'Apply Now', '” to\xa0submit your application including expected salary and contact information', '.']","['Develop side products/business when raw material business as per required budget', 'Expand the sourcing of raw material in an effective and efficient fashion and ensure the quality standard of raw material', 'Maintain current market knowledge and changing market conditions. \xa0Advise management of current trends in prices and purchasing availability', 'Improve purchasing volume by exploring new suppliers/processing sites and recommend management possible cooperation models', 'Maintain effective business relationship with suppliers', 'Handle ad hoc projects and task as assigned by the Company', 'Requirements: -', 'Degree in Food Science, Supply Chain Management, Business Administration or related disciplines', 'At least 5 years working experience in food production, supply chain management or procurement', 'Excellent communication both written and spoken in Thai, English and Chinese']","['Responsibilities: -', 'Develop side products/business when raw material business as per required budget', 'Expand the sourcing of raw material in an effective and efficient fashion and ensure the quality standard of raw material', 'Maintain current market knowledge and changing market conditions. \xa0Advise management of current trends in prices and purchasing availability', 'Improve purchasing volume by exploring new suppliers/processing sites and recommend management possible cooperation models', 'Maintain effective business relationship with suppliers', 'Handle ad hoc projects and task as assigned by the Company', 'Requirements: -', 'Degree in Food Science, Supply Chain Management, Business Administration or related disciplines']"
4865,11-Oct-21,Network Consultant (Up to 50k),Don Nelson Recruitment Limited,Airport Area,Human Resources Management/Consultancy,7 years,"['Degree or above in Computer Science, Information or any related disciplines', '6 years or above experience in network infrastructure / security / wireless LAN infrastructure', 'Cisco CCIE Level or Huawei HCIE equivalent is preferred', 'Hands-on experience on either Cisco, Juniper, Huawei, H3C, Ruckus, Palo Alto or Fortinet Network related products', 'Security and WLAN experience are welcome', 'Able to work as a team as well as an individual distributor', 'Good problem solving skills and interpersonal skills', 'Good command in both spoken English and Chinese', 'Candidates with more experience may be considered as Senior Network Consultant', ""Personal data provided by job applicants will be used strictly in accordance with the employer's personal data policies and for recruitment purposes only.""]","['Provide professional designs and demonstration as an experienced Network\xa0 \xa0 \xa0 Consultant for the new Network Infrastructure Project from scratch', 'Experience in handling the technical issues for solution proposals with proof of concept', 'Responsible for solution deployments with good team management skills', 'Handle Network infrastructure migrations', 'Work closely with Project Managers to ensure the tasks go smooth', 'Required to work in non-office hours if the project is needed', 'Requirements:', 'Degree or above in Computer Science, Information or any related disciplines', '6 years or above experience in network infrastructure / security / wireless LAN infrastructure', 'Cisco CCIE Level or Huawei HCIE equivalent is preferred', 'Hands-on experience on either Cisco, Juniper, Huawei, H3C, Ruckus, Palo Alto or Fortinet Network related products']","['Client introduction', 'The client is one of the international networking service provider. They are expanding and looking for a right caliber to handle the project for the great achievement.', 'Responsibilities:', 'Provide professional designs and demonstration as an experienced Network\xa0 \xa0 \xa0 Consultant for the new Network Infrastructure Project from scratch', 'Experience in handling the technical issues for solution proposals with proof of concept', 'Responsible for solution deployments with good team management skills', 'Handle Network infrastructure migrations', 'Work closely with Project Managers to ensure the tasks go smooth', 'Required to work in non-office hours if the project is needed']"
4866,13-Oct-21,Backend Developer (Golang / Javascript / Python),Aloha Fintech Limited,Tsim Sha Tsui,Information Technology,,,,"['We are looking for a high-caliber talent to join our team. As an Analyst Programmer, \xa0you will participate in crypto exchange project led by blockchain professionals.', 'RESPONSIBILITIES', 'Translating business ideas into holistic and functional applications', 'Maintaining code quality, organization and automatization', 'Maintenance, development and enhancement of backend services', 'Manage any ad hoc tasks or projects as assigned', 'REQUIREMENTS', 'High Diploma or above in computer science, computing or other related discipline', 'Proficient on programming with any of', 'Golang / Javascript / Ruby / Python', 'Familiar with MySQL, Redis, NoSQL or other databases', 'Familiar with RabbitMQ / Kafka', '2 – 5 years of relevant work experience']"
