,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
2500,15-Oct-21,System Analyst,The Wharf Group,Tsim Sha Tsui,Property Development,6 years,"['Degree in Computer Science or equivalent', '6 - 8 years’ relevant experience in system design and development, and able to oversee the whole SDLC process from gathering of requirements, analysis, development, UAT, production release and maintenance', 'Solid experience in MS SQL database, MS Visual Studio, ASP.Net, Crystal Report, AJAX, JQuery, HTML5, CSS, Javascript, SharePoint and mobile app development', 'Hands-on experience in ELT (Extraction-Loading-Transformation) design, data cleansing, data quality management using SSIS and SQL Server.', 'Experienced in using BI reporting tools like QlikView, Qlik Sense, Tableau and Power BI is a definite advantage', 'Strong ability and track record in designing and implementing pragmatic solutions under complex business requirements', 'Experience with Cloud Computing platform would be an added advantage', 'Demonstrated leadership capability with ability to motivate and coach others in the working group', 'Good command of spoken and written English and Chinese (Cantonese and Putonghua)', 'Candidates with less experience will be considered as Analyst Programmer.', 'We work 5 days per week.', 'Interested parties, please click ""', 'APPLY NOW', '"" and attach with your application letter and full resume.']","['Identify and analyze business processes and\xa0requirements, and undertake all stages of development including system design, technical specifications, programming, system integration, testing, application security consideration and deployment of applications', 'Lead a team of developers or work independently to achieve and deploy IT projects and solutions', 'Present technical architectures and solutions, identify risks and issues, and report the development progress to management', 'Evaluate new technology to improve business operation and services, and take the lead to conduct proof of concept test, with or without assistance from services provider', 'Perform vendor and contract management and review vendors’ system documentation', 'Requirements:', 'Degree in Computer Science or equivalent', '6 - 8 years’ relevant experience in system design and development, and able to oversee the whole SDLC process from gathering of requirements, analysis, development, UAT, production release and maintenance', 'Solid experience in MS SQL database, MS Visual Studio, ASP.Net, Crystal Report, AJAX, JQuery, HTML5, CSS, Javascript, SharePoint and mobile app development', 'Hands-on experience in ELT (Extraction-Loading-Transformation) design, data cleansing, data quality management using SSIS and SQL Server.', 'Experienced in using BI reporting tools like QlikView, Qlik Sense, Tableau and Power BI is a definite advantage', 'Strong ability and track record in designing and implementing pragmatic solutions under complex business requirements', 'Experience with Cloud Computing platform would be an added advantage']","['Responsibilities:', 'Identify and analyze business processes and\xa0requirements, and undertake all stages of development including system design, technical specifications, programming, system integration, testing, application security consideration and deployment of applications', 'Lead a team of developers or work independently to achieve and deploy IT projects and solutions', 'Present technical architectures and solutions, identify risks and issues, and report the development progress to management', 'Evaluate new technology to improve business operation and services, and take the lead to conduct proof of concept test, with or without assistance from services provider', 'Perform vendor and contract management and review vendors’ system documentation', 'Requirements:', 'Degree in Computer Science or equivalent', '6 - 8 years’ relevant experience in system design and development, and able to oversee the whole SDLC process from gathering of requirements, analysis, development, UAT, production release and maintenance', 'Solid experience in MS SQL database, MS Visual Studio, ASP.Net, Crystal Report, AJAX, JQuery, HTML5, CSS, Javascript, SharePoint and mobile app development', 'Hands-on experience in ELT (Extraction-Loading-Transformation) design, data cleansing, data quality management using SSIS and SQL Server.']"
2501,12-Oct-21,Trade Floor Application Support - International Bank,Pinpoint Asia Limited,,Human Resources Management/Consultancy,7 years,"['At least 5 years of application support experience.', 'Experience in providing front office trading applications is preferred.', 'Experience with working in a trading room setup is highly preferred.', 'Technical knowledge on supporting Trading Systems, market data, Network/Internet Connectivity, Turrets, etc;', 'Market knowledge on Global Markets, an understanding of business and order flow', 'Understanding of Windows, UNIX, Linux, and Databases.', 'Excellent command of English, good communication, and interpersonal skills.', 'University Degree in Computer Science or equivalent', 'If this outstanding opportunity sounds like your next career move, please send your resume in Word format to', 'Danny Kwan', 'at', 'resume(at)pinpointasia(dot)com']","['Provide applications support across Front office trading, market data, connectivity, Turrets, etc.', 'Provide troubleshooting and conduct root cause analysis when issues arise.', 'Work with other technical support groups globally.', 'Manage Application and Infrastructure changes and upgrades.', 'Maintain a strong relationship with the trading team to provide seamless support.', 'Provide follow-the-sun support with Europe and America counterparts.', 'Requirements:', 'At least 5 years of application support experience.', 'Experience in providing front office trading applications is preferred.', 'Experience with working in a trading room setup is highly preferred.']","['Our client, a leading international bank, is looking for a Trade Floor Application Support to provide Front office support to the traders. This role will work with the multinational trading team on multi-asset classes. Perm position with great remuneration.', 'Responsibilities:', 'Provide applications support across Front office trading, market data, connectivity, Turrets, etc.', 'Provide troubleshooting and conduct root cause analysis when issues arise.', 'Work with other technical support groups globally.', 'Manage Application and Infrastructure changes and upgrades.', 'Maintain a strong relationship with the trading team to provide seamless support.', 'Provide follow-the-sun support with Europe and America counterparts.', 'Requirements:']"
2502,11-Oct-21,Finance Assistant II (Mandarin Speaking),Gilead Sciences Hong Kong Limited,Causeway Bay,Medical/Pharmaceutical,,"['Based in Hong Kong and reporting to the Business Service Lead of Global Finance Solution AsiaPac this position will be responsible for the delivery of PTP services mainly focusing on China market.', 'The customers for the PTP process will be represented by Finance Business Partners of China in Gilead and will also include the Finance and business users of the process along with Gilead suppliers', 'Position Specific Job Requirements:', 'Processing of vendors’ invoices, employees’ expense claims, payment files for China; ability to follow up and resolve outstanding items and exceptions in a timely manner', 'Contribution to the definition of service standards and continuous management of service level agreements with internal stakeholders and external vendors', 'Contribution to the definition and maintenance of key performance indicators (KPIs) and the establishment of a continuous improvement culture', 'Responsible for the timely preparation of the month end closing procedures for China in high quality', 'Ensure financial records are in compliance with GAAP. Consistently maintains appropriate internal controls and upholds company policies &amp; procedures including Worldwide Controller’s manual', 'Interacts successfully with internal and external auditors by providing timely &amp; accurate data and communication', 'Evaluates processes and recommends &amp; implements process improvements']",,"['Background', 'Gilead Sciences, Inc. is a research-based biopharmaceutical company that discovers, develops and commercialises innovative medicines in areas of unmet medical need. Gilead’s therapeutic areas of focus include HIV / AIDS, liver diseases, serious respiratory and cardiovascular conditions, cancer and inflammation.', 'Gilead’s portfolio of 20 marketed products includes a number of category firsts, including the only complete treatment regimens for HIV infection available in a once-daily single pill. Gilead’s portfolio also includes Sovaldi™ (sofosbuvir) and Harvoni (ledipasvir &amp; Sofosbuvir))for chronic hepatitis C, which, as part of a combination antiviral treatment regimen, provides high cure rates and a shortened course of therapy for many patients.', 'Gilead currently has three shared services teams in Ireland, North America and Hong Kong to\xa0 support the worldwide business,. The Global Financial Solutions (GFS) focus is on delivering value added financial services in an efficient and effective model that supports the company’s growth and enables in-market Finance to focus on activity that more directly supports commercial activities.', ""This role will be part of our AsiaPac Global Financial Solutions team based in Hong Kong and offer you the opportunity to work within a culture of highly motivated, talented individuals who are dedicated to the Company's mission. We are seeking individuals from diverse backgrounds who want to work together and support each other to help make a real difference in the lives of patients - people who thrive on performing well within a challenging and fast-paced environment, living our core values of Integrity, Teamwork, Excellence, Accountability and Inclusion."", 'General Job Requirements:', 'Based in Hong Kong and reporting to the Business Service Lead of Global Finance Solution AsiaPac this position will be responsible for the delivery of PTP services mainly focusing on China market.', 'The customers for the PTP process will be represented by Finance Business Partners of China in Gilead and will also include the Finance and business users of the process along with Gilead suppliers', 'Position Specific Job Requirements:']"
2503,15-Oct-21,System Analyst (Oracle EBS),Café de Coral Group Limited,Shatin Area,Food and Beverage,5 years,"['Degree in computer science or related disciplines', '5 years of hands-on experience in Oracle R12 EBS especially in PL/SQL, Oracle Forms and Reports, Discoverer.', 'Good understanding of Oracle Applications module table structures', 'Sound technical knowledge in Oracle Applications with an ability to design and develop custom', 'extensions, conversions and interfaces in an Oracle Applications R12 environment', 'Other development tools knowledge of Java, Dot Net and Qlikview is an advantage', 'Highly motivated, good team-player, good analytical skill with ability to work independently', 'Proficient in English, Cantonese and Mandarin', '* Candidate with less experience will also be considered.', 'Interested parties please send full resume with\xa0PRESENT &amp; EXPECTED SALARY\xa0to Human Resources Department by clicking\xa0""', 'Apply Now', '"".']","['Provide hands-on Technical design, leading and development in Oracle EBS (Core function, workflow, Forms and Report)', 'Perform system analysis, design, development, integration and testing to deliver high performance, scalable, flexible and reliable software systems', 'Revamp and performance tuning of existing software systems', 'Prepare functional and technical specifications', 'Fine-tune existing systems and reports performance', 'Work closely with IT application team and business users in Oracle related project discipline', 'Requirements:', 'Degree in computer science or related disciplines', '5 years of hands-on experience in Oracle R12 EBS especially in PL/SQL, Oracle Forms and Reports, Discoverer.', 'Good understanding of Oracle Applications module table structures']","['Responsibilities:', 'Provide hands-on Technical design, leading and development in Oracle EBS (Core function, workflow, Forms and Report)', 'Perform system analysis, design, development, integration and testing to deliver high performance, scalable, flexible and reliable software systems', 'Revamp and performance tuning of existing software systems', 'Prepare functional and technical specifications', 'Fine-tune existing systems and reports performance', 'Work closely with IT application team and business users in Oracle related project discipline', 'Requirements:', 'Degree in computer science or related disciplines']"
2504,7-Oct-21,Business Analyst,Lead Out Technology Group Limited,Tsuen Wan Area,Information Technology,2 years,"['BSc/BA in Computer Science, Information System or a related fields', '2+ years of proven experience as a business analyst', 'Excellent analytical and problem-solving skills', 'Good negotiation and communication skills', 'Strong Excel, PowerPoint and reporting related tools skill', 'Scripting skill such as python is a plus']","['Gather and analyze requirements from business users &amp; IT and prepare requirements documents and functional specifications', 'Provide business analytic support with focus on testing of new applications and existing applications', 'Review functional and technical design specifications to ensure full understanding of individual deliverables', 'Analyze project data and visualize by using reporting tools', 'Communicate and work closely with stakeholders throughout the SDLC cycle to ensure successful delivery of projects', 'Prepare user guide and contact end user training requirements', 'Consolidate progress update from different teams and prepare project status report', 'Prepare PowerPoints, Excels and related documents for presentation', 'Pro-actively analyses current processes and practices, suggesting and driving improvements', 'Communicate findings to technical and non-technical colleagues.', 'Assist project manager in enforcement of project deadlines, report and escalate the progress to the project manager', ""Require to work at the client's offices regularly to understand client's requirements and collect related data"", 'Requirements:', 'BSc/BA in Computer Science, Information System or a related fields', '2+ years of proven experience as a business analyst', 'Excellent analytical and problem-solving skills', 'Good negotiation and communication skills']","['Responsibilities:', 'Gather and analyze requirements from business users &amp; IT and prepare requirements documents and functional specifications', 'Provide business analytic support with focus on testing of new applications and existing applications', 'Review functional and technical design specifications to ensure full understanding of individual deliverables', 'Analyze project data and visualize by using reporting tools', 'Communicate and work closely with stakeholders throughout the SDLC cycle to ensure successful delivery of projects', 'Prepare user guide and contact end user training requirements', 'Consolidate progress update from different teams and prepare project status report', 'Prepare PowerPoints, Excels and related documents for presentation', 'Pro-actively analyses current processes and practices, suggesting and driving improvements', 'Communicate findings to technical and non-technical colleagues.', 'Assist project manager in enforcement of project deadlines, report and escalate the progress to the project manager', ""Require to work at the client's offices regularly to understand client's requirements and collect related data"", 'Requirements:', 'BSc/BA in Computer Science, Information System or a related fields', '2+ years of proven experience as a business analyst']"
2505,12-Oct-21,"Associate, Research & Development",Prokentide Biotechnology Limited,Hung Hom,Health &amp; Beauty Care,3 years,,,"['Responsibilities', 'Coordinate product development projects of new health supplements, for instance, formulation design, ingredient research, production setup &amp; monitoring, etc.', 'Conduct literature and market trend research such as overviews of disease management, latest research findings, competitor landscape, etc.', 'Develop educational materials on health, food and science that are on target per client needs and company’s directions', 'Work closely with internal stakeholders such as Marketing and Sales teams in market research and new product launch', 'Liaise with CRO institutions on the project progress and results', 'Qualifications', ""Master's degree or above in Biological Sciences, Organic Chemistry, Immunology or medical-related disciplines, with at least 3 years work experience in healthcare/research industry"", 'Excellent written and verbal communications\xa0in science']"
2506,12-Oct-21,Research Assistant / Research Associate / Post-doctoral Fellow (2 positions) (Job ID: 6686),The Hong Kong University of Science and Technology,Sai Kung,Education,,,,"['Job Title:', 'Research Assistant / Research Associate / Post-doctoral Fellow (2 positions)', 'Department:', 'Department of Accounting', 'Job ID:', '6686', 'Job Posting Details', 'The Center for Securities Analysis with Financial Technology of the HKUST Department of Accounting invites applicants to fill the positions of full-time Research Assistant / Research Associate / Post-doctoral Fellow. \xa0The appointees will assist faculty members of the Center to conduct research in areas related to securities analysis and financial technology. \xa0The responsibilities of the appointees include data collection and analysis, database management, editorial support, and any other duties as assigned.', 'Applicants should have a PhD degree (for', 'Research Associate / Post-doctoral Fellow positions', ') or a', 'master’s', 'degree (for Research Assistant positions) in accounting, finance, statistics, computer science or related disciplines. \xa0The ideal candidates should have genuine interest in research and intellectual curiosity. \xa0They should possess a', 'n excellent command of verbal and written English, and proficiency in programming and statistical software such as']"
2507,11-Oct-21,Business Analysis Assistant (REF : JDB-IT-BAA),I.T Apparels Limited,Southern Area,Wholesale / Retail,1 year,,,"['Accountabilities – Key Result Areas', 'Assist in preparing the budget plan and monthly forecast', 'Perform analysis on different aspects to facilitate the corporate business development', 'To be responsible for budgetary control and preparation of management reports', 'Perform ad hoc tasks assigned', 'Experience / Qualification Requirements', 'Bachelor holder in Business or related disciplines', 'With 1-2 years working experience in business and financial analysis, Retail / FMCG background is preferred', 'High proficiency in Microsoft Office, esp. Excel (including VBA); knowledge on data analysis or strong analytical skills will be an advantage']"
2508,8-Oct-21,Technical Specialist,SOS Group Limited,Kwun Tong,Information Technology,1 year,"['Diploma or above in Information Technology or related disciplines', 'At least 1 year IT support working experience', 'Good understanding of Microsoft 365 technologies will be preferable', 'Eager to learn troubleshooting and communication skills', 'Eager to learn new technologies and responsible', 'Good commands of written and spoken English and Chinese', 'Immediate available is preferred', 'Candidates with less experience / academic background will be also considered', 'We offer attractive remuneration and benefits, 5 days per week and on-the-job training to the qualified candidates.', 'Please send your application with full resume stating your present, expected salary and noticed period to the Company by clicking on the ""Apply now"".', 'Welcome to visit our Website at', 'www.soshk.com']","['Deliver the latest Microsoft cloud technology, guidance and advice to our Cloud Service customers', 'Implementing &amp; configuring Windows related systems', 'Perform ad hoc duties as required', 'Requirements:', 'Diploma or above in Information Technology or related disciplines', 'At least 1 year IT support working experience', 'Good understanding of Microsoft 365 technologies will be preferable', 'Eager to learn troubleshooting and communication skills', 'Eager to learn new technologies and responsible', 'Good commands of written and spoken English and Chinese', 'Immediate available is preferred']","['Responsibilities:', 'Deliver the latest Microsoft cloud technology, guidance and advice to our Cloud Service customers', 'Implementing &amp; configuring Windows related systems', 'Perform ad hoc duties as required', 'Requirements:', 'Diploma or above in Information Technology or related disciplines', 'At least 1 year IT support working experience', 'Good understanding of Microsoft 365 technologies will be preferable', 'Eager to learn troubleshooting and communication skills', 'Eager to learn new technologies and responsible']"
2509,11-Oct-21,"Pre-Sales Consultant/Business Analyst (Back Office, Asset Management) (Ref: PCBA/JH)",Crossings Executive Search,,Human Resources Management/Consultancy,,,,"['Our client is a leading Asset Management Services provider with offices around the globe.\xa0 Due to business need, they are seeking a high calibre Pre-Sales Consultant/Business Analyst in Hong Kong.', 'Responsibilities', 'Act as the bridge between customers and the technical teams to fulfill clients’ needs', 'Work closely with the Sales Team to present and demonstrate the company’s value proposition to clients', ""Analyze the client's requirements and prepare functional specifications for the development team"", 'Contribute to continuous product improvements', 'Requirements', 'Degree holder in relevant discipline', 'Over 5 years of relevant back office experience in asset management industry', 'Excellent communication and analytical skills']"
2510,12-Oct-21,Product Specialist,Jacobson Medical (HK) Ltd,Ngau Tau Kok,Medical/Pharmaceutical,3 years,,,"['Key Roles and Responsibilities', 'Implementation of sales activities in ethical channel, including healthcare professionals, hospitals &amp; medical groups', 'Develop action plans and strategies to achieve sales target of assigned products &amp; territories', 'Leverage HCP &amp; consumer insight &amp; data to formulate and execute product marketing strategy for the assigned product portfolio', 'Identify the key stockholders and work close with medical societies, stretch and shape the target HCPs to cascade science and increase professional recommendations', 'Prepare regular sales and marketing reports for management review', 'Explore new business opportunities', 'Work closely with all internal parties to achieve overall business objectives of the brand', 'Qualifications and Experience', 'Bachelor degree in Marketing / Business Management or related disciplines', '3-5 years or above marketing and brand management experience in Ethical / OTC\xa0 products', 'Experience and knowledge in Oncology related', 'Sales experience and manage(oncologist or breast surgeons) in Hospital Authority is preferred', 'Good team player with excellent communication and interpersonal skills Independent and able to work under pressure', 'Proficient in Excel, Power-point and Word']"
2511,15-Oct-21,Assistant Manager / System Analyst  -  Solutions & Services Development,Tradelink Electronic Commerce Ltd,Kwai Tsing Area,Information Technology,,,"['Work with other team members to carry out effective design and programming;', 'Provide system designs and modify if necessary to make the system design more efficient and meets customer requirements.', 'Deliver products and solutions to the satisfaction of Tradelink and meet all customer requirements.', 'Produce specifications and user documentation on software applications being developed.', 'Job Specifications:', 'Degree/Diploma in Information Technology/Computer Science or similar credential.', 'Proven track records in web based application project delivery.', '&gt; 6 years working experience.', 'Hands on experience\xa0on web based application using java, Spring, java script, XML, Oracle and J2EE. A', 't least two years of which should be in fact finding and requirements analysis with a structured methodology.', 'Ability to\xa0analyze and solve complex technical issues independently and communicate with people in simple and easy-to-understand terms.']","['We need anAssistant Manager/System Analyst with proven experience in developing web/mobile applications for', 'Biometric Authentication', 'as well as', 'Digital On-boarding', '.', 'Reporting to the Manager / Vice President,', 'his/her\xa0 responsibilities is to formulate user requirements, provide technical solutions, carry out system design and/or work with internal developers in developing a computer system related to browser based/mobile applications.', 'Duties and Responsibilities:', 'Work with other team members to carry out effective design and programming;', 'Provide system designs and modify if necessary to make the system design more efficient and meets customer requirements.', 'Deliver products and solutions to the satisfaction of Tradelink and meet all customer requirements.', 'Produce specifications and user documentation on software applications being developed.']"
2512,7-Oct-21,Business Planning Associate,IG Consulting Limited,Kwun Tong,Financial Services,2 years,"['Bachelor’s Degree in Business Administration, Economics or Finance related disciplines', '2-3 experience in preparing business proposal and/or conduct market research', 'High levels of personal motivation', 'Attention to detail, ability to multi-task and strong organizational and communication skills', 'Familiar with MS Office and PPT that related to the projects', 'Insurance industry experience will be preferred']",,"['An exciting opportunity for a Business Planning Analyst to join our fast-growing startup Insurtech company and consulting practice. The Business Planning Associate/ Analyst ideally has the capability to develop industry research and have basic knowledge in insurance market. He/She will support the business leader to conduct market research, business analysis, business case preparation and financial modelling.', 'Responsibilities', 'Develop an understanding of the existing business (including products/services, customers, competitors, the overall market and trends) through careful research and analysis of all parties in the ecosystems', 'Support the business leader to prepare business proposal by using PPT', 'Prepare the financial model and pitch deck, providing edits or reworking the materials entirely, as needed', 'Work alongside the business leader to define the pitch used in investor meetings', 'Requirements:', 'Bachelor’s Degree in Business Administration, Economics or Finance related disciplines', '2-3 experience in preparing business proposal and/or conduct market research', 'High levels of personal motivation']"
2513,11-Oct-21,Senior Business Analyst,Neo Derm (HK) Ltd,Quarry Bay,Health &amp; Beauty Care,5 years,"['5 years or above working experience in an IT related discipline', 'Degree in Computer Science, Information Technology or related discipline', 'Experience in delivering projects under an AGILE development', 'Must learn fast and enjoy working in a fast-paced environment', 'Results oriented, good analytical and problem solving skills', 'Able to work under pressure with tight schedule', 'Good interpersonal &amp; communication skills', 'Project management\xa0skill is an advantage', 'Benefits:', 'Five-day work week']","['Elicit requirements from various stakeholders in the business and recommend solutions that enable the organization to meet its goals', 'Assist the project manager to manage requirements documentation, reviews, prioritization and validation activities', 'Liaise and coordinate with internal departments and external vendors', 'Prepare system specification, diagrams or flowchart, or any supporting documentation in the project life cycle', 'Monitor project daily tasks and report status timely with proper documentation', 'Coordinate activities in SDLC of IT projects to ensure meeting quality and schedule', 'Requirements:', '5 years or above working experience in an IT related discipline', 'Degree in Computer Science, Information Technology or related discipline', 'Experience in delivering projects under an AGILE development']","['About us:', 'With the trend towards Industrial Revolution 4.0, our IT department, the strategic technology enabler with more than 70 staff, has established a comprehensive personalized customer-centric platform (gratus) and operation management system, i.e. Customer Behavioral Tracking System, Recommendation Engine, Business Intelligence Dashboard and Campaign Monitoring System, to support the fast-changing business transformation needs across the Group.', 'To support the Group’s continuous development, we are looking for high caliber talent who is enthusiastic in system development to join our strong &amp; fast-growing IT development team.', 'Responsibilities:', 'Elicit requirements from various stakeholders in the business and recommend solutions that enable the organization to meet its goals', 'Assist the project manager to manage requirements documentation, reviews, prioritization and validation activities', 'Liaise and coordinate with internal departments and external vendors', 'Prepare system specification, diagrams or flowchart, or any supporting documentation in the project life cycle', 'Monitor project daily tasks and report status timely with proper documentation']"
2514,8-Oct-21,Business Analyst,OWT Asia Ltd,Sheung Wan,Telecommunication,5 years,,,"['Scope of Position', 'Analyze complex business problems to be solved with automated systems.', 'Provide technical expertise in identifying, evaluating and developing systems and procedures that are cost effective and meet user requirements.', 'Configure system settings and options; plans and executes unit, integration and acceptance testing; and creates specifications for systems to meet business requirements.', 'Design details of automated systems.', 'Qualifications', 'Degree holder in Computer Science or related discipline.', '5 years or above hands-on related experience.', 'Sound knowledge of software development design process and procedures.', 'Excellent analytical and interpersonal skills.', 'Ability to work under pressure and independently to meet deadlines.']"
2515,11-Oct-21,Analyst Programmer / Programmer,FUJIFILM Data Management Solutions Asia Limited,Chai Wan,Information Technology,3 years,,,"['The Job', ""Responsible for clients' project to collect user requirements, perform technical analysis and propose appropriate solutions"", 'Perform coding, debugging and functional testing of software', 'Support UAT and system implementation', 'Prepare and maintain proper documentation for application coding and project development', 'Perform other duties as assigned by supervisor', 'The Person', 'Degree Holder or above in Computer Science, Information Technology or related discipline', ""With 5 years' hands on experience in Java, .Net application development""]"
2516,13-Oct-21,Java Solutions Consultant,Worldline International (Hong Kong) Company Limited,Kowloon Bay,Information Technology,3 years,"['Minimum 3+ years of experience in a solution delivery consultant and/or professional services role.', 'Good understanding of the mobile payments, Credit Card / Retail banking industry in general with a particular focus towards open platform technologies.', 'Hands-on to software product development, Java, Spring, Angular, Kubernetes/OpenShift, cloud computing, microservice, devops and CICD.', 'Superior communication skills, ability to articulate key messages clearly and explain technical concepts to a non-technical audience.', 'Experience in giving presentations to all levels of enterprise decision makers.', 'Other Requirements:', 'Degree in Information Technology/Computer Science/Software Engineering required.', 'Results oriented; committed to quality of product and service.', 'Self- motivated and creative; having the natural drive to learn and pick up new challenges.', 'Ability to think conceptually on the fly.', 'Adaptive to change, having comfort in fast-changing technology environment.', 'Willing to work in competent, challenging, and team-working environment with project resources from Asia Pacific countries.', 'Fluent in spoken &amp; written English, knowledge of Mandarin is a MUST.', 'Immediately available is highly preferable.']","['To lead business and technical presentations, demonstrations and developer-centric product evaluations.', 'To define and present implementation architectures and project blueprints for customer and partners.', 'Develop use case demonstrations and proofs of concept in collaboration with sales, product specialists and product development.', 'Lead technical responses to RFI/RFP.', 'Maintain highest level of technical and market knowledge; create thought leadership through writing, user group presentations.', 'Major Requirements:', 'Minimum 3+ years of experience in a solution delivery consultant and/or professional services role.', 'Good understanding of the mobile payments, Credit Card / Retail banking industry in general with a particular focus towards open platform technologies.', 'Hands-on to software product development, Java, Spring, Angular, Kubernetes/OpenShift, cloud computing, microservice, devops and CICD.', 'Superior communication skills, ability to articulate key messages clearly and explain technical concepts to a non-technical audience.', 'Experience in giving presentations to all levels of enterprise decision makers.', 'Other Requirements:', 'Degree in Information Technology/Computer Science/Software Engineering required.', 'Results oriented; committed to quality of product and service.', 'Self- motivated and creative; having the natural drive to learn and pick up new challenges.', 'Ability to think conceptually on the fly.']","['Job Responsibilities:', 'To lead business and technical presentations, demonstrations and developer-centric product evaluations.', 'To define and present implementation architectures and project blueprints for customer and partners.', 'Develop use case demonstrations and proofs of concept in collaboration with sales, product specialists and product development.', 'Lead technical responses to RFI/RFP.', 'Maintain highest level of technical and market knowledge; create thought leadership through writing, user group presentations.', 'Major Requirements:', 'Minimum 3+ years of experience in a solution delivery consultant and/or professional services role.', 'Good understanding of the mobile payments, Credit Card / Retail banking industry in general with a particular focus towards open platform technologies.', 'Hands-on to software product development, Java, Spring, Angular, Kubernetes/OpenShift, cloud computing, microservice, devops and CICD.', 'Superior communication skills, ability to articulate key messages clearly and explain technical concepts to a non-technical audience.', 'Experience in giving presentations to all levels of enterprise decision makers.', 'Other Requirements:', 'Degree in Information Technology/Computer Science/Software Engineering required.']"
2517,8-Oct-21,System Business Analyst (Securities/ Asset Management),Ambition,,Human Resources Management/Consultancy,5 years,"['University graduate in related disciplines or other relevant qualifications', 'Minimum of two years solid banking experience in project management, system implementation or business transformation preferred', 'Knowledge in securities and asset management will be an advantage', 'Strong self-motivation and creativity, with excellent project management, communication, problem solving and analytical skills', 'Demonstrated ability to rapidly build relationships with key stakeholders', 'Proficiency in both spoken and written English and Chinese', 'Great sense of ownership and servicing mindset to ensure efficient and effective customer service processes', 'Contact Ms. Alexandra Leung at (852) 3103 4312 or APPLY NOW by clicking the button below.', 'Data provided is for recruitment purposes only.']","['Provide project management, workflow design, test management and consultancy services to the insurance business to drive improvement in systems, products, service, process efficiency and control', 'Work closely with parties including business users, operations, IT and risk stewards etc to ensure effective project implementation and process management support', 'Participate in the project planning, testing and implementation of product launch and system enhancement', 'Adopt Agile methodology and DevOps practices for end-to-end project management life cycle into project /systems implementation in various business areas', 'Take up as PMO for large scale projects / programmes', 'Participate in projects / programmes covering all business units and strategic initiatives / programmes', 'Requirements:', 'University graduate in related disciplines or other relevant qualifications', 'Minimum of two years solid banking experience in project management, system implementation or business transformation preferred', 'Knowledge in securities and asset management will be an advantage', 'Strong self-motivation and creativity, with excellent project management, communication, problem solving and analytical skills', 'Demonstrated ability to rapidly build relationships with key stakeholders', 'Proficiency in both spoken and written English and Chinese', 'Great sense of ownership and servicing mindset to ensure efficient and effective customer service processes', 'Contact Ms. Alexandra Leung at (852) 3103 4312 or APPLY NOW by clicking the button below.']","['Responsibilities:', 'Provide project management, workflow design, test management and consultancy services to the insurance business to drive improvement in systems, products, service, process efficiency and control', 'Work closely with parties including business users, operations, IT and risk stewards etc to ensure effective project implementation and process management support', 'Participate in the project planning, testing and implementation of product launch and system enhancement', 'Adopt Agile methodology and DevOps practices for end-to-end project management life cycle into project /systems implementation in various business areas', 'Take up as PMO for large scale projects / programmes', 'Participate in projects / programmes covering all business units and strategic initiatives / programmes', 'Requirements:', 'University graduate in related disciplines or other relevant qualifications', 'Minimum of two years solid banking experience in project management, system implementation or business transformation preferred', 'Knowledge in securities and asset management will be an advantage', 'Strong self-motivation and creativity, with excellent project management, communication, problem solving and analytical skills', 'Demonstrated ability to rapidly build relationships with key stakeholders', 'Proficiency in both spoken and written English and Chinese']"
2518,11-Oct-21,Product Solution Analyst,Generali Life (Hong Kong) Limited,Tai Koo,Insurance/Pension Funding,,"['Postgraduate/undergraduate preferred but not limited: Actuarial / Statistics / Mathematics / Finance or equivalent', '0-3 years of relevant experience in general insurance', 'Good presentation and communication skills', 'Good customer service and interpersonal skills', 'Work independently and a team player', 'Proficiency in MS Office and Statistic package tool.', 'Good command of both written and spoken English and Chinese', 'We offer 5-day work, good career prospects and attractive remuneration package to the right candidates. Interested parties please send full resume with expected salary to:', 'The Human Resources Department, 21/F, Cityplaza One,1111 King’s Road, Taikoo Shing, Hong Kong or by email.', 'Personal data collected will be strictly used for recruitment purpose only. All unsuccessful applications will be destroyed after two year']","['Data consolidation - evaluate data integrity and verifiability.', 'Business Administration - bordereaux checking, business bookings.', 'Portfolio management – evaluate and analyse existing product performance and project market trends.', 'Support the marketing materials and product development.', 'Any other ad hoc duties, tasks oriented or technical related as may be assigned by supervisors.', 'Key Requirements:', 'Postgraduate/undergraduate preferred but not limited: Actuarial / Statistics / Mathematics / Finance or equivalent', '0-3 years of relevant experience in general insurance', 'Good presentation and communication skills', 'Good customer service and interpersonal skills']","['This position is accountable and responsible for managing and underwriting of portfolio to achieve revenue, profit. Wherever possible and necessary, strive for improvement in productivity efficient and service quality.', 'Key Responsibilities:', 'Data consolidation - evaluate data integrity and verifiability.', 'Business Administration - bordereaux checking, business bookings.', 'Portfolio management – evaluate and analyse existing product performance and project market trends.', 'Support the marketing materials and product development.', 'Any other ad hoc duties, tasks oriented or technical related as may be assigned by supervisors.', 'Key Requirements:', 'Postgraduate/undergraduate preferred but not limited: Actuarial / Statistics / Mathematics / Finance or equivalent']"
