,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
11,04-Nov-21,Data Analyst,Zebra Strategic Outsource Solution Ltd,Kwun Tong,Human Resources Management/Consultancy,2 years,,,"['Responsibilities', 'Facilitate incident investigation and resolution including data retrieval, gap/impact analysis, data cleansing, data verification and client communication', 'Design and build MIS for monitoring business process and identifying exceptions or outliners to strengthen operating efficiency and accuracy', 'Analyze business process and identifying automation opportunities and assess automation feasibility', 'Continuously discover, evaluate and help implement new and emerging technologies to help maximize business efficiency', 'Maintain a detailed and complete data-dictionary about the Data Warehouse', 'Work closely with partners across business units to understand project requirements, timely delivery and partner communication across the various levels in the organization', 'Requirements', 'Bachelor degree or above in Computer Science, Data Science, Business Administration with expertise in Business Intelligence, Big Data and/or Analytics, Predictive modeling and data manipulation/extraction from huge / complex databases using SAS / SQL/ R/ Hadoop are required (SAS hands-on experience is a must and R/Hadoop experience is much preferred.)', 'Good command of written and spoken English']"
12,"{date}"",""",BI Programmer / Data Analyst (HKD20k-40k),ADECCO,Yau Tsim Mong Area,Human Resources Management/Consultancy,2 years,,,"['Our client is Multinational Company, they are looking for BI Programmer / Data Analyst to join their team.', 'Key Responsibilities', 'Design and implement BI applications and dashboards', 'Facilitate user requirement collection, feasibility study, and documentation', 'Conduct research on new technology to identify opportunities', 'Conduct unit testing and user acceptance tests to guarantee quality of BI applications', 'Maintain and support the BI applications to sustain business operations', 'Requirements', 'Degree in IT related disciplines, preferably in Computer Science, Engineering/Data Science']"
13,03-Nov-21,Data Scientist,S.F. Express (Hong Kong) Limited,Tsing Yi,Freight Forwarding/Delivery/Shipping,1 year,,"['Demonstrate a deep understanding of different business units needs and applying the appropriate solution.', 'Design and develop solutions leveraging big data analysis technology (e.g., Python, R, SQL).', 'Recommend and build data solutions as required per business units requirements.', 'Work with different development teams (local/non-local) and vendors to ensure that systems are completed in a timely manner.', 'Adhere to project deadlines in system design and analysis, system implementation/enhancement, UAT to system deployment.', 'Prepare and maintain function specifications and training documentation.', 'Requirement:', 'Higher Diploma or above in Computer Science,\xa0Business Analytics, Information Technology, or other related disciplines.', '2 years of working experience in software development/data analytics', '(Candidates', 'with less experience', 'will be considered as junior positions).', 'Sound knowledge of big data analysis, with various technical knowledge of data processing and relevant skills.', 'Familiar with using SQL, able to manipulate data.', 'Coding experience in software like python, R, etc. (advantageous)', 'Be able to communicate and present solutions to the team.', 'Good command of written and spoken English and Chinese (including Putonghua).', 'Highly self-motivated and able to work under pressure with emphasis on deliverables.', 'We offer attractive remuneration package and fringe benefits to the right candidates. Interested parties please submit your application to us. If you do not want to apply as JobsDB member, you may send your full resume with your availability, current and expected salaries to recruit01 at sf-express.com.']","['Responsibilities:', 'Demonstrate a deep understanding of different business units needs and applying the appropriate solution.', 'Design and develop solutions leveraging big data analysis technology (e.g., Python, R, SQL).', 'Recommend and build data solutions as required per business units requirements.', 'Work with different development teams (local/non-local) and vendors to ensure that systems are completed in a timely manner.', 'Adhere to project deadlines in system design and analysis, system implementation/enhancement, UAT to system deployment.', 'Prepare and maintain function specifications and training documentation.', 'Requirement:', 'Higher Diploma or above in Computer Science,\xa0Business Analytics, Information Technology, or other related disciplines.', '2 years of working experience in software development/data analytics', '(Candidates', 'with less experience', 'will be considered as junior positions).', 'Sound knowledge of big data analysis, with various technical knowledge of data processing and relevant skills.', 'Familiar with using SQL, able to manipulate data.', 'Coding experience in software like python, R, etc. (advantageous)', 'Be able to communicate and present solutions to the team.']"
14,"{date}"",""",Data Management Analyst – HKJC-IT Infrastructure Enhancement Project,The Boys' and Girls' Clubs Association of Hong Kong,Wan Chai,Charity/Social Services/Non-Profit Organisation,3 years,"['Bachelor degree or above in Computer Science, Data Science, Mathematics, Statistics, Physics or related discipline', '3 - 5 years working experience in data analysis, with practical experience in understanding, analyzing and verifying user requirement versus business processes to data modeling', 'Knowledge and experience in data management and technology functions, preferably in building up business analytics platform', 'Have desire to make a difference to have positive impact to different service units', 'Strong interpersonal, partnership and influencing skills; ability to interact with colleagues at all levels', 'Demonstrates strong analytical and end-to-end problem solving skills', 'Self-starter, drive for results, effective at prioritizing and managing multiple initiatives concurrently', 'Independent, organized, self-motivated and a team player', 'Conscious of detail and numerically proficient with natural curiosity, able to abstract detail and provide an innovative approach to problem solving', 'Experience in operations of NGO organization is highly preferable', 'Good command of English and Chinese (both spoken and written)']","['Coordinate with development team to develop the big data analytics platform across BGCA systems and external data sources with different system integration', 'Work with different departments / service centres to analyze their needs for forecast and future planning of continuous service development and operations efficiency enhancement of BGCA', 'Reveal and uncover insights, prediction, actionable items by exploring and mining structured and unstructured data', 'Deliver and present meaningful insight with recommendation using visualization and user friendly dashboard', 'Research data anomalies, identify root causes and propose solutions', 'Define policy and process to enhance data governance of the organization', 'Nurture power users among staff within BGCA by coaching and facilitating them to conduct analysis in their own units', 'Provide in-house training to staff on the value of data asset and the use of data analytics to improve data quality and make a difference on decision-making by data-informed model', 'Perform ad hoc duties as assigned', 'Requirements:', 'Bachelor degree or above in Computer Science, Data Science, Mathematics, Statistics, Physics or related discipline']","['Responsibilities:', 'Coordinate with development team to develop the big data analytics platform across BGCA systems and external data sources with different system integration', 'Work with different departments / service centres to analyze their needs for forecast and future planning of continuous service development and operations efficiency enhancement of BGCA', 'Reveal and uncover insights, prediction, actionable items by exploring and mining structured and unstructured data', 'Deliver and present meaningful insight with recommendation using visualization and user friendly dashboard', 'Research data anomalies, identify root causes and propose solutions', 'Define policy and process to enhance data governance of the organization', 'Nurture power users among staff within BGCA by coaching and facilitating them to conduct analysis in their own units', 'Provide in-house training to staff on the value of data asset and the use of data analytics to improve data quality and make a difference on decision-making by data-informed model', 'Perform ad hoc duties as assigned']"
15,"{date}"",""",Senior Business Analyst - Market Data Analysis,China Mobile Hong Kong 中國移動香港,Kwai Hing,Telecommunication,5 years,,,"['CHINA MOBILE HONG KONG COMPANY LIMITED', '(""CMHK"") is the wholly-owned subsidiary of China Mobile Limited (HKEx: 941) (NYSE: CHL), which ranks 65th on the Fortune Global 500.', 'Our company strives to offer superior service experience and to become the preferable digital partner for customers. We are preserving an environment with trust, responsibility and caring. At CMHK, we commit to maximizing people’s potential and paving the way toward success for every striver. We are now inviting high caliber professional to join us.', 'Division: Marketing\xa0 /', 'Marketing Planning &amp; Analysis department', 'In this position, you will:', 'Support in-depth quantitative analysis, and communicate business insights to business departments and management.']"
16,"{date}"",""","IT Data Analysts / Business Analysts (Big Data Platform, SQL) - Major Bank",IT Solutions Ltd.,Central,Information Technology,1 year,"['1-2 Years bank data analysis / business intelligence experience', '1-2 year experience in using data analysis tools, e.g.: VBA, SAS, Tableau, Oracle Analytics, Hyperion, etc...', 'Proficiency in using\xa0SQL &amp; MS Excel', 'Work experience in bank is preferable', 'Fresh graduate in Data Science and Business Intelligence is also welcome to join', 'Benefits:', 'Attractive remuneration will be offered to the successful candidate', 'Excellent opportunity to further develop your professional skills in a\xa0major bank.', 'If you are interested, please send your resume in MS Word format, specifying your availability, current and expected salaries to:']","['Collect and analyze the big data application requirements', 'Ensure the accuracy and quality of data on the big data platform', 'Assist for the data governance and authorization management of the big data platform', 'Requirements:', '1-2 Years bank data analysis / business intelligence experience', '1-2 year experience in using data analysis tools, e.g.: VBA, SAS, Tableau, Oracle Analytics, Hyperion, etc...', 'Proficiency in using\xa0SQL &amp; MS Excel', 'Work experience in bank is preferable', 'Fresh graduate in Data Science and Business Intelligence is also welcome to join']","['We are searching for a few high-calibre', 'IT', 'Data Analysts /', 'Business Analysts', 'to work on', 'Big Data Platform', 'on behalf of a', 'Major Bank', '.', 'Responsibilities:', 'Collect and analyze the big data application requirements']"
17,02-Nov-21,Senior Scientist/Scientist (Cell Biology) (full-time),GenEditBio Limited,Tai Po Area,Laboratory,1 year,,,"['Primary responsibilities', 'Provide cell culture support,', 'particularly for primary and stem cells*', 'Execute experiments accordingly to established protocols or techniques relevant to cell-based experiment, such as electroporation, Lenti-/rAAV packaging and transduction, cell sorting, ELISA, and Western blot', 'Accountable for experiment timelines', 'With minimal supervision, able to apply and establish necessary techniques relevant to cell-based experiment, such as transgene transduction, cell modelling and cell sorting*', 'Provide', 'expertise in the areas of functional cell biology, including but not limited to flow cytometry, primary cell isolation and culture and', 'cell', 'therapy*', '*Only for Senior Scientist']"
18,03-Nov-21,Data Analyst,SCMP Magazines Publishing Limited,Southern Area,Media/Publishing/Printing,,"['Degree holder with major in Mathematics, Business, Economics, Finance, Computer Science, Engineering or other technical disciplines with minimum of\xa03-4 years analytical experiences with high data volume environments, preferably in software, internet, media or telecom industry', 'Experience in applying Visualization, Statistical Inference and other Data Mining techniques on variety of data', 'Technical expertise regarding data models, database design development, data mining and segmentation techniques', 'Demonstrated experiences and strong track record in developing and delivering report and analysis to multiple stakeholders in a demanding business environment', 'Strong database experiences including proficiency in SQL, programming (Python, XML or ETL frameworks), comfortable with Linux and Git commands, superior knowledge of Excel and API integration', 'Knowledge of statistics, Tableau, Hive, No-SQL, Hadoop, Graph or other data applications and related languages is a plus', 'Strong interpersonal, presentation and analytical skills, independent, sensitive to numbers', 'Experience in building and operating data applications in cloud environments (GCP, AWS, Azure or Ali)', 'Good command of spoken and written English and Chinese', 'Candidate with more experience will be considered as Senior Data Analyst', 'Work location will be at Wong Chuk Hang\xa0office.']","[""Deliver reporting and analytics to cross functional teams under SCMP Magazines division for all titles including ELLE, Cosmopolitan, Harper's Bazaar, Esquire and ELLE Men, as well as new business ventures"", 'Work closely with development team to co-build ETL pipelines, also across multiple stakeholders to understand their information/business needs and ensure strategy and developed solutions fit evolving needs', 'Work closely across multiple teams to understand their information needs and ensure strategy and developed solutions fit evolving needs', 'Generate automated weekly reporting on various KPIs via Tableau or other visualization tools', 'Perform ad-hoc analysis on multiple reporting metrics: CPA, LTV, ROI etc.', 'Own and manage multiple initiatives to develop and automate tracking mechanisms to measure multi-channel performance both regularly and on an ad-hoc basis', 'Collaborate with the engineering team to shape and drive tactical and strategic development of data infrastructure, reporting and analytical applications', 'Manage data vendors that ensure they provide quality data', 'Generate relevant, actionable insights based on iterative data analysis, translate data-driven output into business language, and to make appropriate recommendations to respective business stakeholders', 'Provide expertise on analytics concepts for the broader advanced analytics group, and inspire the adoption of advanced analytics, data engineering and data science across the organization', 'Job Requirements:']","['Job Responsibilities:', ""Deliver reporting and analytics to cross functional teams under SCMP Magazines division for all titles including ELLE, Cosmopolitan, Harper's Bazaar, Esquire and ELLE Men, as well as new business ventures"", 'Work closely with development team to co-build ETL pipelines, also across multiple stakeholders to understand their information/business needs and ensure strategy and developed solutions fit evolving needs', 'Work closely across multiple teams to understand their information needs and ensure strategy and developed solutions fit evolving needs', 'Generate automated weekly reporting on various KPIs via Tableau or other visualization tools', 'Perform ad-hoc analysis on multiple reporting metrics: CPA, LTV, ROI etc.', 'Own and manage multiple initiatives to develop and automate tracking mechanisms to measure multi-channel performance both regularly and on an ad-hoc basis', 'Collaborate with the engineering team to shape and drive tactical and strategic development of data infrastructure, reporting and analytical applications', 'Manage data vendors that ensure they provide quality data', 'Generate relevant, actionable insights based on iterative data analysis, translate data-driven output into business language, and to make appropriate recommendations to respective business stakeholders']"
19,03-Nov-21,Testing Scientist / Engineer (EE),Genvida (HK) Co Limited,Shatin Area,Others,,,"['Responsible for experimental design, data collection, and analysis', 'Perform measurement and maintain testing equipment', 'Prepare experimental reports and technical presentations', 'Responsible for writing and reading technical papers, reports, reviews and specifications, patent and grant applications', 'Support other ad-hoc assignments', 'Job Requirement:', 'MPhil/PhD/Postdoc in Bioengineer, Biophysics, Electronic Engineering or relevant discipline', 'Hands-on experience with low level signal (nA/pA) T&amp;M techniques', 'Noise analysis and reduction methods', 'Analog / Digital, op amp circuit design', 'IC processing, mask layout']","['Key Responsibilities:', 'Responsible for experimental design, data collection, and analysis', 'Perform measurement and maintain testing equipment', 'Prepare experimental reports and technical presentations', 'Responsible for writing and reading technical papers, reports, reviews and specifications, patent and grant applications', 'Support other ad-hoc assignments', 'Job Requirement:', 'MPhil/PhD/Postdoc in Bioengineer, Biophysics, Electronic Engineering or relevant discipline', 'Hands-on experience with low level signal (nA/pA) T&amp;M techniques', 'Noise analysis and reduction methods']"
20,03-Nov-21,"Data Scientist (AI Analytic & Mining, Sustainability) - 55k",Links International,,Human Resources Management/Consultancy,3 years,,,"['Objectives of the Position', 'Our client is a well known listed conglomerate with strong presence across Asia Pacific.', 'With the rapid business expansion, they are looking for a Data Scientist (Newly created headcount) to join their Technical team. You will enable, promote, and drive a data driven culture to enhence the energy efficiency for the group.', 'Job Responsibilities', 'Enhancing data collection procedures, identify and troubleshoot data quality or performance issues of the technical cloud and subsequently communicate to resolve and eliminate problems', 'Mine and analyse operating data from company database to drive optimisation and improvement of operational efficiency', 'Architecting, designing and developing custom data models and AI/ML algorithms for achievement of better HVAC system operational efficiency', 'Developing big data analysis and visualization platform in cloud-based platform', 'Identifying opportunities in system operations optimisation and achieving environmental targets through analytics of system operational data', 'Requirements', ""Bachelor's degree in Computer Science, Business Analytics, Statistics, or equivalent experience"", '3 years of experience in database management, data modelling and other business analytics or data visualization tools is preferred', 'With experiences in cloud services management, data visualisation tools such as Power BI, Quick BI, etc., as well as with experiences in using query languages such as SQL or NoSQL databases', 'With knowledge of HVAC and/or BMS are advantage', 'Excellent communication skills to influence and translate technical information into valuable and tangible business terms in Chinese and English']"
21,03-Nov-21,"Data & Insight Analyst, Rewards and Loyalty (Commercial)",Plaza Premium Group,Tung Chung,Hospitality/Catering,,,,"['Job Scope', 'This is an exciting, group-level role who is responsible to support the growth of Smart Traveller, Plaza Premium Group’s unique, innovative membership program that is tailored for global air travellers. The successful candidate will turn raw internal data, spot market insights and turn them into actionable, effective initiatives to improve business performance.', 'Job Responsibilities', 'Formulate and drive predictive analytics, market insight plan and provide data-driven recommendations for point structure, earn &amp; redemption enhancement, marketplace development and customer engagement strategy.', 'Detail analysis and regular reporting of member profile, campaign performance to identify gaps &amp; opportunities for member acquisition and engagement.', 'Support deliveries of ad-hoc analytical projects to the clients with actionable insight, communicated in a manner appropriate to the audience.', 'Identify and support in driving efficiency of regular tasks through automation and streamlining of processes.', 'Job Requirements', 'University graduate in Computer Science, Applied Mathematics, Economics, eCommerce or in other relevant fields', 'Minimum 1 year experience in eCommerce, CRM or Business Intelligence', 'Experience in managing rewards-based loyalty program is a definite plus']"
22,03-Nov-21,Microfluidics Scientist / Engineer,Genvida (HK) Co Limited,Shatin Area,Others,,,"['Responsible for experimental design, data collection, and analysis', 'Design, fabricate and test fluidics devices, and related packagings', 'Design and draw mask layout', 'Work with vendors to complete wafer fabrication', 'Prepare experimental reports and technical presentations', 'Responsible for writing and reading technical papers, reports, reviews and specifications, patent and grant applications', 'Support other ad-hoc assignments', 'Job Requirement:', 'MPhil/PhD/Postdoc in Materials Science, Physics, Chemistry, Bioengineering or relevant discipline', 'Knowledge and experience in microfluidics design &amp; implementation', 'Familiar with wafer integration', 'Familiar with IC processing, mask layout, packaging', 'Experience in handling biomolecules', 'Hands-on experience with nanopore testing', 'Independent and excellent problem-solving skills', 'Good interpersonal, communication and presentation skills']","['Key Responsibilities:', 'Responsible for experimental design, data collection, and analysis', 'Design, fabricate and test fluidics devices, and related packagings', 'Design and draw mask layout', 'Work with vendors to complete wafer fabrication', 'Prepare experimental reports and technical presentations', 'Responsible for writing and reading technical papers, reports, reviews and specifications, patent and grant applications', 'Support other ad-hoc assignments', 'Job Requirement:', 'MPhil/PhD/Postdoc in Materials Science, Physics, Chemistry, Bioengineering or relevant discipline', 'Knowledge and experience in microfluidics design &amp; implementation', 'Familiar with wafer integration', 'Familiar with IC processing, mask layout, packaging', 'Experience in handling biomolecules']"
