,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
1089,18-Oct-21,Java developer - Investment Bank - Market Data / Connectivity,Gravitas Recruitment Group,,Human Resources Management/Consultancy,,,,"['Our client is one of the Global Investment Banks who is looking for passionate and strong Java Developers to join their team. For this role, you will be working on their Market Connectivity / Market Data team, building a new fix router.', 'They are looking for 1 Junior and 1 Senior passionate', 'Java developer', 'to join their team. This is a great opportunity for Junior java specialists to get into a', 'Financial sector,', 'and for Senior java specialist to work in', 'Front Office role.', 'Java Developer - Why Apply?', 'Work in a hands on Front Office Java role.', 'Get to build new fix router.', 'Work in a multicultural team including global users.', 'Attractive remuneration package and rewards.', 'Java Developer - What is required?', 'Degree holder in Computer Science/Information Technology or related disciplines', 'For Junior - at least 3 year relevant work experience in Java.']"
1090,25-Oct-21,Business Analyst / Senior Business Analyst (Insurance MNC),PeopleLink Services Limited,,Human Resources Management/Consultancy,3 years,,"['Conduct feasibility studies and draft proposals for evaluation by appropriate stakeholders.', 'Facilitate and negotiate buy-in from key stakeholders to obtain the best outcome for the organization where improvements and efficiencies gains across organizational boundaries and budgets, and to ensure smooth implementation and change.', 'Produce/review test plans and scenarios on behalf of the business and manage testing to ensure that product and processes are acceptable with minimal risk before becoming operational.', 'Create training materials and documentation for future business processes, business solutions and operating models and deliver training on these.', 'Qualifications', ""Bachelor's degree in business, computer science, information systems or a related discipline preferred"", 'Progressive experience in business analyst on medium-sized to large projects involving multiple stakeholders. Experience in systems revamp in insurance business is preferred.', 'Ability to analyze, communicate, articulate governance and compliance trends and program requirements']","['Responsibilities:', 'Conduct feasibility studies and draft proposals for evaluation by appropriate stakeholders.', 'Facilitate and negotiate buy-in from key stakeholders to obtain the best outcome for the organization where improvements and efficiencies gains across organizational boundaries and budgets, and to ensure smooth implementation and change.', 'Produce/review test plans and scenarios on behalf of the business and manage testing to ensure that product and processes are acceptable with minimal risk before becoming operational.', 'Create training materials and documentation for future business processes, business solutions and operating models and deliver training on these.', 'Qualifications', ""Bachelor's degree in business, computer science, information systems or a related discipline preferred"", 'Progressive experience in business analyst on medium-sized to large projects involving multiple stakeholders. Experience in systems revamp in insurance business is preferred.']"
1091,01-Nov-21,"Senior IT Project Manager (HRIS, PeopleSoft)",Michael Page,,Human Resources Management/Consultancy,10 years,"['Degree holder in Computer Science or related disciplines;', 'At least 6-8+ or above years of solid experience in HR System-Peoplesoft;', 'Proven track record in leading full-cycle and end-to-end HR system implementation;', 'Good grasp of data security, database management, data analytics, project implementation experience;', 'Good command of spoken and written English and Chinese;', 'Strong communication, project management, influencing and problem-solving skills;', 'Job Offer', '13 Months (Guaranteed Bonus);', 'Company performance bonus;', 'Work-life balance;', 'Full medical insurance coverage.', ""To apply online please click the 'Apply' button below."", 'For a confidential discussion about this role please contact Joe Tsoi on +852 2848 9539.']","['Reports to GM (Business) and CIO directly;', 'Partner with the Business Director and stakeholders from different business units such as HR, Finance &amp; Accounting, Supply Chain to understand the business needs and translate them into solutions;', 'Adopt best HR IT practice, develop and prioritize the strategic digital road-map including the technical capabilities, cloud migration, data strategy and programs required to help expand buildout of core operations;', 'Serve as the technology and business process implementation leader advising on legacy HR system changing, digital solutions and implement an integrated all core operations using digital solutions to optimize the Plan to Make;', 'Introduce the organization on emerging digital trends such as AIML/ RPA new opportunities;', 'Build and develop the HR work-flow automation and analytics required to operate a high quality, highly efficient IT business models internally and externally;', 'Vendors on project delivery;', 'Ensure a cycle of continuous improvement and operational support.', 'Profile']","['Responsible for HRIS (PeopleSoft) transformation project, lead the design and implementation of HR system, including user requirement, scheduling, data migration, UAT and user training; Work collaboratively with stakeholders, system users, IT department and vendors to understand needs, drive alignment, recommend solutions, and execute deployment', 'Client Details', 'Our client is a public listed international property investment company. They also invest a major portfolio retails business in Hong Kong. They have offices located in London, Sydney, Japan, Singapore, Hong Kong and Greater China.', ""We're seeking for an experienced IT Senior Manager to join the local technology team to be the leader to play a critical role in HR technological changes."", 'Description', 'Job Responsibilities:', 'Reports to GM (Business) and CIO directly;', 'Partner with the Business Director and stakeholders from different business units such as HR, Finance &amp; Accounting, Supply Chain to understand the business needs and translate them into solutions;', 'Adopt best HR IT practice, develop and prioritize the strategic digital road-map including the technical capabilities, cloud migration, data strategy and programs required to help expand buildout of core operations;', 'Serve as the technology and business process implementation leader advising on legacy HR system changing, digital solutions and implement an integrated all core operations using digital solutions to optimize the Plan to Make;']"
1092,29-Oct-21,Brand Technology Delivery Analyst (Business Analyst),MoneyHero Global Limited,Others,Information Technology,,,,"['THE ROLE', 'Passionate about driving technologies and building great products.', 'The kind of person who constantly seeks for feedback on our products and works with Product Management and Engineering teams on how to best incorporate new product features.', 'Active member of the scrum team, working closely with cross-functional teams and ensuring the deliverables meet with the user requirement.', 'YOUR TASK', 'Deliver technology and product enhancements for our users.', 'Keep a user-first mindset and advocate for the best for our users.', 'Collaborate with teams across the business, such as Product, various country teams, CSO, Legal, Finance, Tech,\xa0Marketing, Customer Service, Business Development\xa0to scope out new product features and improvements to existing products, including business processes.', 'Document requirements, in the form of users stories or otherwise, to enable the engineering team to understand and build new product features.', 'Works with stakeholders and project team to prioritize collected requirements.', 'Creates process models, specifications, diagrams, and charts to provide direction to developers and/or the project team.', 'Documentation for the running, maintenance and evaluation of new systems - such as user guides, reporting KPIs after go-live, etc.', 'Gathering and analyzing requirements to be able to build and develop business cases.', 'Challenge assumptions behind requirements, push for product consistency and quality and drive implementation.', 'Engage with business stakeholders and partners to ensure relevance of an evolving technology roadmap.', 'Communicates changes, enhancements, and modifications of business requirements — verbally or through written documentation — to project managers, sponsors, and other stakeholders so that issues and solutions are understood.']"
1093,22-Oct-21,Business Planning Officer (SQL) - Large Scale HK Company,Page Group Hong Kong,,Human Resources Management/Consultancy,3 years,,"['Gather and mine customer related data', 'Data analysis, reporting and forecasting', 'Gap analysis', 'Identify trends and provide strategic insights to the business', 'Create dashboards and different analytic tools', 'Any ad hoc duties and projects as required', 'Profile', 'Qualifications:', 'Degree holder in Statistics, Computer Science or any related degree', 'At least 3+ years of working experience in SQL and Excel', 'Previous experience in working with customer data is an advantage', 'Previous work experience in an FMCG is a plus', 'Familiarity with VBA and other data tools/languages are an advantage', 'Excellent communication skills in both English and Cantonese', 'Excellent communication skills is required', 'A keen interest and knowledge on football is advantageous', 'Job Offer']","['Our client a well known conglomerate in Hong Kong, with businesses across real estate, entertainment and philanthropy. With a significant and growing clientele, they are currently looking for a Business Planning Officer who has a strong data acumen to analysis data and provide actionable and strategic insights to the senior management of the business.', 'Client Details', 'Our client a well known conglomerate in Hong Kong, with businesses across real estate, entertainment and philanthropy. They have multiple large scale transformation projects to modernise the technologies used internally and for their clients.', 'With a significant and growing clientele, they are currently looking for a Business Planning Officer who has a strong data acumen to analysis data and provide actionable and strategic insights to the senior management of the business. Candidates must be strong in SQL and Excel. Those with FMCG exp and a keen interest in football will have an advantage.', 'Candidates must have excellent communication skills in BOTH English and Cantonese.', 'Description', 'Responsibilities:', 'Gather and mine customer related data', 'Data analysis, reporting and forecasting', 'Gap analysis', 'Identify trends and provide strategic insights to the business', 'Create dashboards and different analytic tools', 'Any ad hoc duties and projects as required', 'Profile', 'Qualifications:']"
1094,01-Nov-21,"Technologist, Raw Materials (3-9 months contract)",Victoria’s Secret,Kowloon Bay,Clothing/Garment/Textile,3 years,,,"['PURPOSE/GENERAL SUMMARY:', 'Support the end to end process of all raw material components of lingerie and/or apparel products from development to production including quality assurance, risk assessment to assure final product quality.', 'PRINCIPAL DUTIES &amp; RESPONSIBILITIES:', 'Support sourcing and developments of all raw material components including color and print for lingerie and/or apparel products to meet the design’s expectation', 'Maintain internal systems for record update after raw material approval, lab dips/print development approval and bulk submission approval.\xa0Data entry/ system input/ simple data drawing with analysis from FlexPLM and shared drive.', 'Support bulk management, e.g. color management, physical performance and quality check', 'Apply effective systems of Quality Management and regulatory standards, both internally and with vendors to support the fabric and color development process and assure final product quality', 'Coordinate with mills to gather information on raw material production lead time and machine capacity for analysis and planning', 'Support mills’ evaluation, onboarding and calibration to ensure their capabilities meet the business expectations', 'Take control of the submissions with responsibility for the interpretation and communication of all departmental laboratory testing']"
1095,02-Nov-21,Senior Programmer,Accounting Datahub Limited,Wan Chai,Accounting/Audit/Tax Services,5 years,"['Degree in Computer Studies, Computer Science,', 'Information Technology', ', Software Engineering or related discipline', 'Minimum 5 years', 'relevant experience', 'in Web Development with HTML5, CSS3, .Net, JavaScript, Ionic, Cordova, node.js, Angular, Jquery and object oriented development experience of Delphi / C++', 'Experience in MS SQL is a must', 'Excellent problem solving, independently, able to work under pressure', 'Good command in both spoken and written English and Chinese', 'Good interpersonal communication and presentation skills', 'Good team player with self-initiative, open-minded and willing to learn', 'Candidates with less experience will be considered as Programmer', 'We offer attractive remuneration package to the right candidate. Interested parties please click the ""APPLY NOW"" button below and send your application together with a detailed resume including current &amp; expected salary and availability to Human Resources Department.']","['Develop, maintain &amp; implement websites, web-based applications &amp; API', 'Support and coordinate with designers and other teammates', 'Assist in project implementation, front-end and back-end programming, testing &amp; documentation', 'Perform ad hoc project as assigned by immediate supervisor', 'Job Requirements:', 'Degree in Computer Studies, Computer Science,', 'Information Technology', ', Software Engineering or related discipline', 'Minimum 5 years', 'relevant experience', 'in Web Development with HTML5, CSS3, .Net, JavaScript, Ionic, Cordova, node.js, Angular, Jquery and object oriented development experience of Delphi / C++', 'Experience in MS SQL is a must']","['Job Responsibilities:', 'Develop, maintain &amp; implement websites, web-based applications &amp; API', 'Support and coordinate with designers and other teammates', 'Assist in project implementation, front-end and back-end programming, testing &amp; documentation', 'Perform ad hoc project as assigned by immediate supervisor', 'Job Requirements:', 'Degree in Computer Studies, Computer Science,', 'Information Technology', ', Software Engineering or related discipline', 'Minimum 5 years', 'relevant experience']"
1096,20-Oct-21,Group Data Analyst,Welend Limited,Quarry Bay,Financial Services,4 years,,,"['WeLab is a leading fintech company in Asia,\xa0 which operates one of first licensed digital banks in Asia – WeLab Bank, as well as multiple leading online financial services businesses including WeLend and WeLab Bank in Hong Kong, WeLab Digital (我来数科), Taoxinji (淘新机), Wallet Gugu (钱夹谷谷) and Tianmian Tech (天冕科技) in Mainland China and Maucash in Indonesia. WeLab aims to bring joy to everyone’s financial journey. We strive to improve people’s lives by reinventing financial services through game-changing technology. We put our people first, whether it’s our customers or our employees.', 'We are an energetic and passionate team that can deliver and execute. We are looking for other intellectually curious, open-minded and smart-working individuals who are just as passionate as we are about making financial services enjoyable. Now you have the opportunity to join us on our journey to achieve our vision and be part of building a better financial future for everyone.', 'About you:', ""You're a go-getter with mad juggling skills (or multiple hats) who can thrive in a fast-paced, agile environment"", ""You have a strong thirst for knowledge and are driven to find solutions that don't exist yet"", ""You are comfortable with ambiguity and extremely resourceful (in your past life you could've been a detective)"", 'You always find a way to get things done without sacrificing the quality of your work, integrity and values. No task is off limits for you', 'You are humble and prioritize the success of the team over your own with an eagerness to help those around you', ""You don't shy away from challenges and have the ability to bounce back from setbacks"", 'What you’ll do and what success looks like in this role:']"
1097,25-Oct-21,Senior Business Analyst - Data Governance (12-month Contract),ConnectedGroup Limited,,Human Resources Management/Consultancy,,"[""Bachelor's degree holder in related discipline"", 'Minimum 5 years of relevant experience, preferably in business analyst and consultancy', 'Prior experience in customer data governance project in insurance', 'Experience using data governance tool and implementing data governance requirements', 'Experience in leading a team of junior business analyst, both onshore and offshore', 'Excellent interpersonal and communication skills', 'Good command of English and Mandarin', 'For those who are interested, please submit your latest profile (in WORD Format) to', '[email\xa0protected]', 'Only qualified candidates will be contacted.', 'For more job opportunities, please visit our web-site: www.connectedgroup.com.']","['Gather and drive requirements with all lines of business; validate, analyze and document business requirements', 'Create functional specifications, translate requirements and as a bridge between IT and all lines of business', 'Manage requirements throughout the whole project with agile approach', 'Understand business processes of customer onboarding and customer data maintenance', 'Identify opportunities for process improvement and design remediation process', 'Manage and supervise onshore and offshore business analysts.', 'Requirements:', ""Bachelor's degree holder in related discipline"", 'Minimum 5 years of relevant experience, preferably in business analyst and consultancy', 'Prior experience in customer data governance project in insurance', 'Experience using data governance tool and implementing data governance requirements', 'Experience in leading a team of junior business analyst, both onshore and offshore', 'Excellent interpersonal and communication skills', 'Good command of English and Mandarin', 'For those who are interested, please submit your latest profile (in WORD Format) to', '[email\xa0protected]', 'Only qualified candidates will be contacted.', 'For more job opportunities, please visit our web-site: www.connectedgroup.com.']","['Job Description:', 'Our Client is one of the leading insurance companies in the market. We are currently hiring Senior Business Analysts to support its data governance project.', 'Responsibilities:', 'Gather and drive requirements with all lines of business; validate, analyze and document business requirements', 'Create functional specifications, translate requirements and as a bridge between IT and all lines of business', 'Manage requirements throughout the whole project with agile approach', 'Understand business processes of customer onboarding and customer data maintenance', 'Identify opportunities for process improvement and design remediation process', 'Manage and supervise onshore and offshore business analysts.', 'Requirements:', ""Bachelor's degree holder in related discipline"", 'Minimum 5 years of relevant experience, preferably in business analyst and consultancy', 'Prior experience in customer data governance project in insurance', 'Experience using data governance tool and implementing data governance requirements', 'Experience in leading a team of junior business analyst, both onshore and offshore', 'Excellent interpersonal and communication skills', 'Good command of English and Mandarin']"
1098,01-Nov-21,"VP/AVP, Business Finance, Consumer/Private Banking",DBS Bank Ltd,Quarry Bay,Financial Services,8 years,"['Degree in Finance, Accounting, Statistics or other closely related field with minimum 8 years professional work experience in Business planning and analysis, financial analysis, research and/or consulting', 'Strong communication and interpersonal skills in stakeholders’ management', 'Strong data mining, database management and programming skills preferred', 'Experience with visualization software (Qlikview, PowerBI or equivalent) preferred', 'Knowledge of Hyperion and PSGL', 'Prior exposure to budgeting processes, Funds Transfer Pricing and Investment and Treasury Products', 'Prior experience with business and data management initiatives', 'Good command of spoken and written in English and Chinese', 'Candidates with less experience will be considered as AVP', 'Apply Now', 'We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.', 'We regret only shortlisted candidates will be notified.']",,"['Business Function', 'Group Finance aims to deliver world-class standards in reporting, financial planning and finance processes. We provide insights and analyses that help the bank make sound business decisions – whether in the areas of product development or customer profitability. We also provide capital management, business planning, forecasting, and tax and accounting advisory services', 'Responsibilities', 'Financial reporting and consolidation for Consumer Bank and Wealth Management businesses – product &amp; segment level analysis in areas of revenue, margins, volumes, direct and allocated expenses, headcount.', 'Coordinate with Regional BUC team and Group MIS team for monthly submission of flash, periodic forecast and annual budget.', 'Analyze product margins and profitability, business volumes', ', with external market benchmarking and intelligence', 'Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions, provide strategic and data-driven insights to grow revenues and profitability', 'Facilitate expense management by analyzing and monitoring with relevant support units on cost allocations and review department expenses accruals', 'Ensure proper business revenue recognition, expense booking and other relevant accounting matters', 'Support new projects and initiatives as required', 'Requirements:', 'Degree in Finance, Accounting, Statistics or other closely related field with minimum 8 years professional work experience in Business planning and analysis, financial analysis, research and/or consulting', 'Strong communication and interpersonal skills in stakeholders’ management', 'Strong data mining, database management and programming skills preferred']"
1099,01-Nov-21,(Analyst) Programmer (1-year renewable ct + fresh grad),Peoplebank Hong Kong Ltd,Quarry Bay,Information Technology,,"['Higher Diploma or above in IT subjects', ""1 to 2 years' working expereince in front-end and / or back-end development"", 'Knowledge in web programming langauge / iOS/Android app development', 'Good knowledge in web application development using React, SQL, Javascript, PHP, NodeJS and Java is an advantage', 'Good both spoken and written English and Chinese (Cantonese)', 'Good communication and interpersonal skills', 'Fresh graduates will be considered for less expereinced opportunity', 'Interested parties please share your resume by Apply Now.']","['Responsible for development, implementation, and testing of web applications', 'Work closely with with users and different teams for the web application projects', 'Keep up-to-date the latest web application developments and technology', 'Requirements:', 'Higher Diploma or above in IT subjects', ""1 to 2 years' working expereince in front-end and / or back-end development"", 'Knowledge in web programming langauge / iOS/Android app development', 'Good knowledge in web application development using React, SQL, Javascript, PHP, NodeJS and Java is an advantage', 'Good both spoken and written English and Chinese (Cantonese)', 'Good communication and interpersonal skills', 'Fresh graduates will be considered for less expereinced opportunity', 'Interested parties please share your resume by Apply Now.']","['Responsibilities:', 'Responsible for development, implementation, and testing of web applications', 'Work closely with with users and different teams for the web application projects', 'Keep up-to-date the latest web application developments and technology', 'Requirements:', 'Higher Diploma or above in IT subjects', ""1 to 2 years' working expereince in front-end and / or back-end development"", 'Knowledge in web programming langauge / iOS/Android app development', 'Good knowledge in web application development using React, SQL, Javascript, PHP, NodeJS and Java is an advantage', 'Good both spoken and written English and Chinese (Cantonese)', 'Good communication and interpersonal skills', 'Fresh graduates will be considered for less expereinced opportunity', 'Interested parties please share your resume by Apply Now.']"
1100,01-Nov-21,Project Executive (1-year contract),DHL Aviation (Hong Kong) Limited,,Freight Forwarding/Delivery/Shipping,1 year,"['Degree in Computer Science or Engineering or related discipline', 'Programming knowledge in C#, Python, SQL, Android', 'Knowledge in Video Recognition, Image OCR, RFID, User Interface design', '1 year or above in IT project management, Fresh graduates are welcome', 'Good communication and writing skills in both English and Chinese', 'Self-drive, resilient and flexible. Able to work under pressure and meet timeline.', 'Able to work in cross-functional project team setup. Good interpersonal skills, problem solving skills and organization skills.', 'Good command of spoken and written English, Cantonese', 'Application:', 'Click ""Apply Now"" or apply on line via the following link:', 'https://dhlexpress.taleo.net/careersection/ex/jobdetail.ftl?job=2100DB6&amp;iniurl.src=CWS-10001&amp;tz=GMT%2B08%3A00&amp;tzname=Asia%2FShanghai']","['Understand and collect information from the product owner which is related to the project specifications and requirements', 'Software coding &amp; development as per CAH business requirement', 'Monitoring progress to ensure smooth implementation of the project', 'Participate from user requirement stage to production &amp; maintenance stage', 'To provide support in the digitalization projects, expansion projects (mainly in documentation) and local programming projects', 'Requirements:', 'Degree in Computer Science or Engineering or related discipline', 'Programming knowledge in C#, Python, SQL, Android', 'Knowledge in Video Recognition, Image OCR, RFID, User Interface design', '1 year or above in IT project management, Fresh graduates are welcome']","['At DHL Express, we define Digitalization as the conscious application of technology and enablement of people to utilize and apply it to improve 1) Customer experience, 2) Employee experience, and 3) Operational efficiency. You will be part of core digitalization team in Central Asia Hub focus on delivering the proof of concept of digitalization initiatives, from concept stage to production stage.', 'Responsibilities:', 'Understand and collect information from the product owner which is related to the project specifications and requirements', 'Software coding &amp; development as per CAH business requirement', 'Monitoring progress to ensure smooth implementation of the project', 'Participate from user requirement stage to production &amp; maintenance stage', 'To provide support in the digitalization projects, expansion projects (mainly in documentation) and local programming projects', 'Requirements:', 'Degree in Computer Science or Engineering or related discipline']"
1101,25-Oct-21,Manager - Business Intelligence & Analytics,Robert Walters (HK),,Human Resources Management/Consultancy,5 years,,,"['The hiring company is a reputable hospitality group, which is looking for Business Intelligence &amp; Analytics talent to join the team. This job holder will gain APAC exposure.', 'Responsibilities', 'Prepare reports &amp; dashboards to track local and regional performance. Generate insights and present to internal key stakeholders to inform market sentiment, key growth opportunities and the overall go-to-market strategy', 'Draw implications from various data platforms and cross functional disciplines to tell a holistic story. Prepare executive reporting for commercial and senior leadership meetings, ensuring ASPAC strategic priorities and KPIs can be met', 'Analyse effectiveness of Commercial strategies and tactics, including B2C and B2B campaigns and partnership offers. Regularly update progress and summarise learning for future improvement', ""Educate and build awareness around the organisation as the trusted advisor, able to comfortably speak to senior executives and hotels about commercial data &amp; analytics, and how to leverage it for business impact in the most effective way. Champion business intelligence tools' trainings to elevate data fluency"", 'Collaborate with Chicago hub on data enhancement projects to ensure ASPAC data and analytics needs can be met', 'Requirements', 'Minimum 5 years data &amp; analytics experience using SQL, PowerBI/Tableau, Cognos and/or PowerPivot for data extraction, manipulation and visualisation to turn dynamic datasets into actionable insights in a consulting firm or commercial analytics team', 'Comfort working in an agile and constantly evolving environment', 'Dynamic and creative problem-solving skills, with an ability to think outside of the box', 'Strong business acumen and self-starter with the ability to drive and inform strategy', 'Strong ability to communicate complex analysis to technical and non-technical senior stakeholders', 'Degree holder in Business Administration / Marketing / Finance / Statistics or related discipline', 'Working knowledge of language(s) used for data manipulation and visualisation, such as Python, R', 'Working knowledge of predictive and statistical modelling and their application to commercial value creation']"
1102,29-Oct-21,Lead Architect,HKT,Wan Chai,Telecommunication,4 years,,,"['HKT\xa0is undergoing\xa0a mega-sized digital transformation project with a very clear goal: To re-think HKT’s way of doing business from the ground up, in terms of:', 'How do our customers behave in the offline world and the online world? What are the touchpoints to attract our customers, promote our products and propose solutions to ease their challenges in communication?', 'What kind of tools and capabilities do our HKT users need to facilitate these interactions?', 'How do we leverage data to better understand product popularity &amp; competitiveness, the reasons behind and how we can replicate these successes?', 'What are the success factors in making our customer happy and how do we capture it?', 'The reach of the digital transformation project\xa0is very broad and presents a great opportunity for candidates to get exposure in different areas of the telco business:', 'Marketing, promotion and campaign', 'Telco product and offer design', 'Retail and other sales/service channel operation', 'Order management and service delivery', 'Inventory management', 'Data Analytics', 'Billing &amp; credit management', 'We are now looking for a Lead Architect, reporting to\xa0Assistant Vice President,\xa0Enterprise Architect and is responsible for:', 'Define, develop, manage and governance solution architecture deliverables for web, cloud and Integration related applications for Large-scaled IT Transformation Program.', 'Work with Project and Program Manager on architecture deliverables in Project and Program Level']"
1103,29-Oct-21,Analyst Programmer,Infocast Limited,Hung Hom,Financial Services,1 year,,,"['R', 'esponsibilities', 'Responsible for financial application development and enhancement (Visual Studio .Net and Oracle Database)', 'Perform UAT to ensure deliverables and meet requirements', 'Assist in various project implementation', 'Work closely in team-environment and meet project schedules', 'Requirements', 'Degree in Computer Science or related disciplines', 'At least 2 years experience in software development is preferred']"
1104,21-Oct-21,Business Analyst / Solution Analyst,Infocast Limited,Hung Hom,Financial Services,1 year,,,"['Responsibilities\u200b', 'To conduct in depth requirement analysis, prepare functional specification, and support business testing', 'To lead medium sized project implementation from request initiation to completion', 'To propose, review business requirements and ensure they align with market standards', 'Requirements\xa0\u200b', 'Degree holder or above major in Business Administration or Finance', 'Solid domain knowledge and business analysis experience in financial industry', 'Experiences in software development is highly preferred']"
1105,29-Oct-21,Post-doctoral Fellow (Ref.: 508268),The University of Hong Kong,,Education,,,,"['Applications are invited for appointment as', 'Post-doctoral Fellow in the School of Biomedical Sciences', '(Ref.: 508268), to commence as soon as possible for two to three years, with the possibility of renewal.', 'Applicants should have a Ph.D. degree in Biomedical/Biological Sciences or a related discipline, with experience in molecular biology, cell culture, and animal handling techniques.\xa0 They should be responsible, organized and self-motivated with good analytical skills.\xa0 The appointee will participate in research projects relating to cancer cell signaling and drug sensitivity.\xa0 For further information, please contact Dr. Lydia Cheung. Applicants who have responded to the previous advertisement (Ref.: 503755) need not re-apply.', 'A highly competitive salary commensurate with qualifications and experience will be offered, in addition to annual leave and medical benefits.', 'The University only accepts online applications for the above post.\xa0 Applicants should apply online and upload an up-to-date C.V. \xa0Review of applications will start from October 15, 2021 and continue until', 'January 31, 2022', ', or until the post is filled, whichever is earlier.']"
1106,19-Oct-21,MS SQL Specialist ( 5+ Years ),Osmium Consulting Group Limited,Shatin Area,Human Resources Management/Consultancy,,"['Higher Diploma holder or above in Information Technology or Computer Science or related discipline', 'With at least 5 years IT experience', 'With at least 3 years experience in implementing Enterprise Data Warehouse with MS SQL', 'Strong troubleshooting and problem solving skills', 'Well-organized and strong sense of responsibility', 'Independent, self-motivated and good communication skills', 'Good knowledge of computer hardware and software', 'Familiar with Microsoft products', 'Must possess excellent communication skills in Cantonese and English', 'Immediately available is an advantage']","['Design and develop Data Warehouse using MS SQL', 'Conduct data analysis to understand the data quality of the source data and verifying the data logics;', 'Write SQL and adopt functions / libraries in MS SQL to perform data transformation from source data to Data Warehouse;', 'Conduct performance tuning of the database and data transformation', 'Requirements:', 'Higher Diploma holder or above in Information Technology or Computer Science or related discipline', 'With at least 5 years IT experience', 'With at least 3 years experience in implementing Enterprise Data Warehouse with MS SQL', 'Strong troubleshooting and problem solving skills', 'Well-organized and strong sense of responsibility', 'Independent, self-motivated and good communication skills', 'Good knowledge of computer hardware and software', 'Familiar with Microsoft products', 'Must possess excellent communication skills in Cantonese and English', 'Immediately available is an advantage']","['Responsibilities:', 'Design and develop Data Warehouse using MS SQL', 'Conduct data analysis to understand the data quality of the source data and verifying the data logics;', 'Write SQL and adopt functions / libraries in MS SQL to perform data transformation from source data to Data Warehouse;', 'Conduct performance tuning of the database and data transformation', 'Requirements:', 'Higher Diploma holder or above in Information Technology or Computer Science or related discipline', 'With at least 5 years IT experience', 'With at least 3 years experience in implementing Enterprise Data Warehouse with MS SQL', 'Strong troubleshooting and problem solving skills', 'Well-organized and strong sense of responsibility', 'Independent, self-motivated and good communication skills', 'Good knowledge of computer hardware and software', 'Familiar with Microsoft products', 'Must possess excellent communication skills in Cantonese and English', 'Immediately available is an advantage']"
1107,01-Nov-21,Sales Analyst (Temporary for two months),DKSH Hong Kong Limited,Aberdeen,Trading and Distribution,1 year,"['1-2 years hands-on experience in related duties (Fresh graduate is also welcome)', 'Independent, responsible, and attentive to details', 'Team player with good communication skills and analytical skills', 'Good command of both written and spoken English and Chinese', 'Proficiency in MS Office, Word &amp; Excel', 'Immediate available is highly preferred', 'Working location:', 'Wong Chuk Hang', 'We offer 5-day work week, performance bonus and attractive benefits including medical insurance. Please apply with full particulars, contact number and current/expected salary to Human Resources Department, DKSH Hong Kong Limited, 23rd Floor, Tower A, Southmark, 11 Yip Hing Street, Wong Chuk Hang, Hong Kong or fax: 2895 9711 or click the APPLY NOW button below.', 'All personal data collected will be used for recruitment purpose only. Candidates will be contacted within 2 weeks if the background and experience are closely relevant to the job requirement.', 'Drive Growth. Be the Difference. Join DKSH.']","['Provide all-round supports to the Sales team on Sales Business Reports &amp; Analysis', 'Coordinate with Sales Team members to maintain effective internal communications', 'Handle administrative duties to maintain effective operations of the Sales Team', 'Requirements:', '1-2 years hands-on experience in related duties (Fresh graduate is also welcome)', 'Independent, responsible, and attentive to details', 'Team player with good communication skills and analytical skills', 'Good command of both written and spoken English and Chinese', 'Proficiency in MS Office, Word &amp; Excel', 'Immediate available is highly preferred']","['Job Responsibilities:', 'Provide all-round supports to the Sales team on Sales Business Reports &amp; Analysis', 'Coordinate with Sales Team members to maintain effective internal communications', 'Handle administrative duties to maintain effective operations of the Sales Team', 'Requirements:', '1-2 years hands-on experience in related duties (Fresh graduate is also welcome)', 'Independent, responsible, and attentive to details', 'Team player with good communication skills and analytical skills', 'Good command of both written and spoken English and Chinese']"
1108,29-Oct-21,Project Coordinator/Support (Fresh Graduate are welcome),YOJE Prudent Personnel Consultant Agency,,Human Resources Management/Consultancy,,,,"['- University graduate in Science or Industrial subjects or relevant discipline', '- 1 year working experience', '(Fresh University graduates are welcome)', '- good English &amp; Chinese', '- good computer skills', '- assist in project implementation, data collection &amp; analysis, coordination, prepare reports, assist in funding application processing etc', 'Interested parties please send full resume with expected salary in MS WORD format to us by clicking ""APPLY NOW""', 'Information collected will be used for recruitment purposes']"
1109,29-Oct-21,"CS Business Support, Consultant",AIA Hong Kong and Macau,Quarry Bay,Insurance/Pension Funding,4 years,,,"['Bring your career aspirations to life with AIA!', 'To provide support to the users’ new initiatives and procedures streamline by means of system enhancements and process alignment. Thus, perform system testing on system solutions with quality results.', 'To support various operation teams and work with IT development team to ensure stability of system operations.', 'Project Management and system initiatives support (40%)', 'Lead projects effectively with the assigned resources.', 'Monitor projects status with quality deliverables.', 'Meet business users to discuss system requirements, specifications, costs and timelines.', 'Collect user requirements and provide professional input for system improvement.', 'Regular review on business processes to seek for improvement in operational efficiency and effectiveness.', 'Design test plan and conduct testing for system solutions.', 'Prepare System User Guide and conduct system training.', 'Resource planning to meet the company goals (10%)', 'Manage resource and prioritize tasks in order to meet project timelines.', 'Plan team resources and assignment for subordinates.', 'Governance on guidelines and regulations for Pension business operations (20%)', 'Review the revised statutory guidelines and regulations.', 'Provide suggestions on improvement of operational and system solutions.']"
