,date of post,job title,company name,location,industry,years of experience,requirement,responsibility,job description
3627,25-Oct-21,QC Technician,Neochem Pharmaceutical Laboratories Ltd,Chai Wan,Medical/Pharmaceutical,,,,"['Key Roles and Responsibilities', 'Chemical testing of raw materials, in-process and finished products', 'Perform calibration and maintenance of equipment', 'Prepare documentation, assist in method development &amp; validation and other quality control activities', 'Qualifications and Experience', 'Diploma or above in Chemistry, Applied Chemistry, Biochemistry or related disciplines', 'Experience in food &amp; pharmaceutical testing industry is an advantage.', 'Hands-on experience in HPLC, and other analytical equipment is an advantage', 'Having microbiology knowledge is an advantage']"
3628,01-Nov-21,Programmer (Ref: JB/CHB/Prog),Chubb Hong Kong Limited,Kowloon Bay,Security / Fire / Electronic Access Controls,3 years,"['Associate Degree or above in Computer Science, Information Technology or relevant disciplines', ""2 years' hands-on experience in programming"", 'Good Knowledge on\xa0VB.NET and SQL server database management', 'Experience in mobile apps (Android, IOS) and web development is an advantage', 'Good command of both spoken and written English and Chinese', 'Independent, resourceful and helpful', 'Fresh bachelor degree graduates in IT major are also welcome', 'Attractive compensation and benefits packages will be offered to the right candidate. Interested parties, please click ""', 'Apply Now', '"" &amp; send your application together with a full resume stating your present and expected salary and date of availability to us (', 'please quote the reference number', '); or', 'By mail']","['Mainly responsible for coding and maintenance of Car Park System using VB.NET', 'To handle system integration, implementation, design and documentation', 'To deploy program on site, testing and submission, mainly in house coding &amp; testing', 'To handle new system development, design, integration and reporting', 'To assist in mobile apps (Android, IOS) coding, modification and maintenance', 'To work closely with the project manager, users and team to define clear specifications and gather requirements', 'Requirements:', 'Associate Degree or above in Computer Science, Information Technology or relevant disciplines', ""2 years' hands-on experience in programming"", 'Good Knowledge on\xa0VB.NET and SQL server database management']","['Responsibilities:', 'Mainly responsible for coding and maintenance of Car Park System using VB.NET', 'To handle system integration, implementation, design and documentation', 'To deploy program on site, testing and submission, mainly in house coding &amp; testing', 'To handle new system development, design, integration and reporting', 'To assist in mobile apps (Android, IOS) coding, modification and maintenance', 'To work closely with the project manager, users and team to define clear specifications and gather requirements', 'Requirements:', 'Associate Degree or above in Computer Science, Information Technology or relevant disciplines']"
3629,02-Nov-21,BIM Manager / Assistant BIM Manager (Ref: JD/BIMMGR),Build King Holdings Ltd,Tseung Kwan O,"Engineering - Building, Civil, Construction / Quantity Survey",6 years,,,"['Job Descriptions', 'BIM project management and coordination. Management of BIM manpower resources deployment for projects;', 'Technical support to tendering and subletting;', 'Managing to ensure that the execution of BIM works in projects are in accordance with the relevant BIM standards and project specifications;', 'Management and supervision of Project BIM Teams operation;', 'Supervision of operation of in-house BIM team;', 'Research and development of applications of BIM software;', 'Job Requirement', 'Bachelor Degree or above in Architecture, Construction Management, Building Services, Mechanical or Electrical Engineering or Computer Science, or equivalent;']"
3630,01-Nov-21,"Manager, IT Infrastructure",Shangri-La International Hotel Management Limited,Quarry Bay,Hospitality/Catering,,,,"['We are currently looking for a Manager, IT Infrastructure to manage the IT infrastructure operations and projects of the Group.', 'As a Manager, IT Infrastructure, we will rely on you to:', 'Drive IT infrastructure projects including budget, progress tracking &amp; monitor, deck reporting for management etc.', 'Maintain regular liaison with various technology teams and business departments required IT infrastructure support and services to collect IT infrastructure requirements and support business planning', 'Lead the development and deployment of new technology such as smart device, network and WiFi system in new and existing property projects', 'Conduct periodic evaluations of IT infrastructure products and solution in the market to recommend the most suitable solutions for IT infrastructure related projects', 'Support the setup of IT shared service &amp; establish the Standard Operation Procedure (SOP) required for IT infrastructure areas', 'Participate in overall data center operations and network infrastructure support functions', 'Drive service quality and capacity improvement tasks to meet company growth plan']"
3631,03-Nov-21,"Senior Application Programmer, VB.NET, C# (5 days work)",Novation Solutions Limited,Ngau Tau Kok,Media/Publishing/Printing,,,,"['Key Responsibilities', 'Participate in project architecture, design, implementation and ongoing support', ""Assist to analyze &amp; collect users' requirements and specifications"", 'Prepare and conduct user acceptance testing', 'Troubleshoot, identify and resolve technical problems', 'On-going in-house .net application', 'Preparing unit test scenarios', 'Handling product upgrades with new features', 'Responsible for on-going in-house C#.net applications, Web Apps, eForm developments and enhancements', 'Qualifications &amp; Job Requirements', 'Diploma or above in Computer Science / Information Technology / other relevant training', 'Minimum\xa05 year working experience', 'Experience in VB.NET, C#, MSSQL, Access, XML and Web Development', 'Experience in Java / Node.js / ReactJS / Mobile / C#.net / SQL / UX/UI Design']"
3632,02-Nov-21,IT System Analyst,Funki Finance,Sheung Wan,Financial Services,3 years,,,"['Responsibilities', 'Perform user requirements collection, system design &amp; configuration and report design', 'Participate in testing of customers’ systems performance', 'Evaluate alternative solutions and make a recommendation on system improvement', 'Provide support on customers’ system environments', 'Perform troubleshooting and implement the solution to complex technical issues', 'Supervises and provides direction to software engineers.', 'Lending system development and maintenance, including revamp', 'Requirements', 'Bachelor’s Degree in Computer Science, Electrical Engineering or related discipline', 'Minimum 5 years’ relevant experience covering an entire software lifecycle in a team environment', 'Great team leader, a strong sense of responsibility and self-motivated', 'Solid experience in web frontend, API and backend system development skills - shall include but not limited to HTML/CSS/JS, React.js, RestfulAPI, Java Spring Boot/MVC, MySQL, RabbitMQ, Git, K8S/Docker and operation on AWS Cloud', 'Experience in Agile, Webpack, GraphQL, Node.js, Kafka, Redis, Elasticsearch, Active Directory, Keycloak, Drone CI, Argo CD is preferred', 'Familiar with DevOps, Confluence, Jira, CMS, or infrastructure would be an advantage', 'Customer-oriented with excellent interpersonal and communication skills']"
3633,03-Nov-21,Network Engineer,"Donghwa Telecom Co., Limited",Kowloon Bay,Telecommunication,,"['Technical Institute/University Graduate Computer Science/Electronic Engineering/Telecommunications or related disciplines', 'At least 1-2 years relevant experience in telecommunications is preferred', 'Certifications in IT industry (CCNA/CCIE/Juniper/Sun/etc.) is an advantage', 'Fundamental skill or knowledge of transmission network will be beneficial', 'Self-motivated, An analytical mind', 'An ability to learn new technologies quickly', 'With good communication and interpersonal skills in English, Cantonese and Putonghua', 'Be a good team-player and demonstrate team spirit internally.', 'Fresh graduates are welcome', 'Interested parties, please click', '""Apply Now""', 'and send your application together with full resume stating your present and expected salary and date of availability to us.']",,"['Developing preventative maintenance plans, and providing satisfactory frontline Tier1/2 support.', 'Field support as required and engaging emergency diagnostic task with our vendor at site.', 'Support and Enhance Network Monitoring System for Traffic Statistic and Status Monitoring', 'Carry out emergency duties and ad hoc tasks', 'Conduct capacity planning, network design architectural review and upgrade, Daily operation support and fault isolation', 'Assist senior engineer in engineering project distributions and rollout', 'Willing to undertake rotating shift work duty (1-3 years) as required to support a 24 x 7 call centre environment in Hong Kong.', 'Requirements:', 'Technical Institute/University Graduate Computer Science/Electronic Engineering/Telecommunications or related disciplines']"
3634,02-Nov-21,Senior Medical Technologist/ Lab Director,Page Group Hong Kong,,Human Resources Management/Consultancy,8 years,,,"['My client offers attractive remuneration package and career advancement opportunity to the right calibre.', 'Client Details', 'My client is a leading lab testing company with most advanced facilities and equipment in Hong Kong. With their aggressive expansion plan, they are in need of senior medical technologist to join their team.', 'Description', 'Manage, lead and coordinate laboratory team to deliver accurate test results', 'Set up, monitor and optimise laboratory operational &amp; technical SOP and training plan periodically to ensure good laboratory practices are being executed', 'Handle laboratory-related compliance and administrative paperwork such as for HOKLAS accreditation, warranty contract and government compliance requirements', 'Design and carry out biotechnological and clinical experiments', 'Investigate and propose solution upon identification of any abnormal test results', 'Manage lab inventories and stock level so to ensure storage facilities are compliant with respective legal policies', 'QC experiment data and results published by laboratory and minimise potential inaccuracy caused by poor or inconsistent techniques']"
3635,01-Nov-21,Engineer Project Associate - Small Appliance,UL International Limited,Kwai Hing,Laboratory,,,,"['Job Function', 'Under general supervision, independently manages execution and timely completion of basic engineering projects by analyzing project scope and determining project specifications, establishing test programs for product investigations, analyzing test programs for adequacy and sequence, examining samples for compliance and preparing reports for clients. Assists in the development of test methods, and test equipment. Exercises Project Handler Signature Authority as Project Handler of record responsible for opening, maintenance, completion, and closing of assigned new work engineering projects. May exercise Review Signature Authority as assigned as Reviewer of record responsible for initial review, status review, and final technical review of all new work engineering projects.', 'Job Responsibilities', 'Determines project scope, develops a preliminary plan of investigation, and determines project specifications such as cost, time, and sample requirements by analyzing client input, available supplemental data, and product construction. Projects may include travel to conduct or witness tests at client sites.', 'Initiates communication with clients to promote and explain the benefits of new and existing services. Follows up on contacts from clients. Communicates with clients to discuss technical issues, explain UL procedures and requirements, convey project cost, and negotiate completion date and sample requirements. Acts to address client concerns and to resolve client issues. Provides technical assistance to clients in reference to product inspection and follow-up services.', ""Establishes appropriate test programs by reviewing files and manufacturer's information, examining samples, and applying UL requirements. Is familiar with applicable standards, company manuals and appropriate technical literature. Examines samples for compliance with UL requirements and notifies client of any areas in which the product is not in compliance or of any changes in project scope or specifications."", 'Coordinates laboratory activities by preparing data sheets and instructions to technicians, scheduling and reviewing work of laboratory technicians and engineering support staff, and establishing completion dates. Coordinates administrative aspects of project management. Serves as Project Handler of record and may sign as Reviewer of record as assigned.', 'Communicates project status and results to clients through frequent contact and by preparing reports. Prepares Follow-Up Service Procedures and information pages.', 'Integrates continuous improvement concepts and techniques into all aspects of the job.', 'Resolves engineering issues associated with Variation Notices by analyzing and reporting on the acceptability of the variations.', 'Assists in the development of UL requirements. Assists in developing special test methods and test equipment. Analyzes test program for adequacy and sequence. May coordinate and/or perform File Reviews, as directed. May represent UL at industry related functions such as seminars and trade shows.', 'Performs other duties as directed.', 'Job Requirements', 'Degree in Product Testing/ Electronic Engineering/ Electrical Engineering/ Mechanical Engineering/Engineering Technology /Science or above with 2-4 years’ relevant experience;', 'Experience in Small Appliances product safety standards, IEC60335 series testing and laboratory experience is required;', 'Good command of spoken and written English and Mandarin is essential;', 'Strong sense of customer focus, good interpersonal and communication skills;']"
3636,03-Nov-21,Operation Executive- Courier/ Air Freight Forwarder experience,"[email protected]
                     
                     ,Hong Kong Science & Technology Parks Corporation",Yau Tsim Mong Area,Information Technology,1 year,"[""Bachelor's Degree or above in any discipline;"", 'At least 1 years’ experience in forwarding industry, import &amp; export in sea freight, air freight or courier;', 'Perform customer services to fulfill the clients’ requirements;', 'Ability to handle operational and client services tasks and able to handle full set documentations;', 'Effective interpersonal, communications, problem solving and telephone handling skills;', 'Proficiency in Microsoft Office e.g. Word, Excel, PowerPoint;', 'Good Chinese and English typing skills;', 'Good command of spoken and written English and Chinese;', 'Excellent in organization, communication and negotiation;', 'Energetic, good team player, proactive and self-motivated;']","['Responsible for daily customer services and order follow up duties;', 'Support price analysis, quotation and follow up with related parties;', 'Peak/ holiday and seasonal planning, pushing boundaries to provide enhanced delivery propositions for our customers;', 'Able to identify cost related risk and where necessary implement corrective action;', 'Maintain strong relationship with all stakeholders through clear communications;', 'Collect feedback from clients, partners and marketing team, identify issues and implement solutions to enhance the business model;', 'Support the delivery solutions in operational and IT road map;', 'Expand the client base and drive sales pipeline through call, e-mail and online communication tools prospecting;', 'Provide proactive service to achieve customer service quality;', 'Develop a smooth operation flow and customer services standard goals;', 'Assist in any ad-hoc project when necessary.']","['Job Responsibilities:', 'Responsible for daily customer services and order follow up duties;', 'Support price analysis, quotation and follow up with related parties;', 'Peak/ holiday and seasonal planning, pushing boundaries to provide enhanced delivery propositions for our customers;', 'Able to identify cost related risk and where necessary implement corrective action;', 'Maintain strong relationship with all stakeholders through clear communications;', 'Collect feedback from clients, partners and marketing team, identify issues and implement solutions to enhance the business model;', 'Support the delivery solutions in operational and IT road map;', 'Expand the client base and drive sales pipeline through call, e-mail and online communication tools prospecting;', 'Provide proactive service to achieve customer service quality;']"
3637,27-Oct-21,"Manager, Services Management",Dah Sing Financial Group,North Point,Financial Services,8 years,"['Bachelor degree holder of above in computer science or related discipline', 'Over 8 years of IT experience in banking industry with at least 3 years in incident, problem and change management', 'Strong quality governance and risk mitigation mindset preferred', 'Knowledge on service desk, infrastructure, application development, information security and IT operation is required', 'Proven experience on data analytics on Excel', 'Strong communication and writing skills – both verbal and written', 'Proactive self-starter', 'Please note that only shortlisted candidates will be notified.']","['Manage IT production incidents, drive resolution for service restoration and perform timely communication and escalation', 'Drive root cause analysis and ensure relevant preventive actions are properly tracked, to prevent re-occurrence of production issues', 'Review production change requests to ensure sufficient details for implementation, adequate impact assessment and proper approvals are in place', 'Review incident ticket to ensure proper follow up and closure to avoid repeat incident', 'Prepare service level reports on IT services provided to business units within the Group', 'Perform regular process review for service improvement', 'Manage the IT outsourcing vendors in the areas of incident, problem and change management as well as service desk', 'Provide regular report on Incident, Problem and Change Management.', 'Ensure the effectiveness of the system monitoring on IT services', 'Job Requirements:']","['Summary:', 'Assist the Senior Manager, Services Management to perform the functions of incident, problem and change management to maintain stability of the IT production environment; in adherence with the bank’s incident, problem, and change management process and align with ITSA (IT Service Acceptance) process under the Quality Framework. The job holder also assists in performance review for IT services within the Group.', 'Key Role and Responsibilities:', 'Manage IT production incidents, drive resolution for service restoration and perform timely communication and escalation', 'Drive root cause analysis and ensure relevant preventive actions are properly tracked, to prevent re-occurrence of production issues', 'Review production change requests to ensure sufficient details for implementation, adequate impact assessment and proper approvals are in place', 'Review incident ticket to ensure proper follow up and closure to avoid repeat incident', 'Prepare service level reports on IT services provided to business units within the Group', 'Perform regular process review for service improvement', 'Manage the IT outsourcing vendors in the areas of incident, problem and change management as well as service desk']"
3638,01-Nov-21,Sales Executive - Medical Equipment,Care For You Company Limited,Tsim Sha Tsui,Medical/Pharmaceutical,1 year,"['U graduate preferably in Science or equivalent', '1 year or above experience in medical equipment field is a definite advantage', 'Hard working, out-going personality, and with strong sense of responsibility', 'Ambitious and motivated w/excellent presentation and communication skill', 'Good command in both written, spoken English and Cantonese', 'We offer competitive remuneration package and medical insurance to the right candidate.', 'Personal data provided are treated in strictest confidential and for recruitment purpose only.']","['Account for development, promotion and sales of medical equipment to target customers', '(Hospitals and Clinics)', 'Develop action plans and strategies to achieve sales target', 'Organize, execute sales and marketing activities', 'Provide education and training to end-users', 'Requirements:', 'U graduate preferably in Science or equivalent', '1 year or above experience in medical equipment field is a definite advantage', 'Hard working, out-going personality, and with strong sense of responsibility', 'Ambitious and motivated w/excellent presentation and communication skill', 'Good command in both written, spoken English and Cantonese']","['Responsibilities:', 'Account for development, promotion and sales of medical equipment to target customers', '(Hospitals and Clinics)', 'Develop action plans and strategies to achieve sales target', 'Organize, execute sales and marketing activities', 'Provide education and training to end-users', 'Requirements:', 'U graduate preferably in Science or equivalent', '1 year or above experience in medical equipment field is a definite advantage', 'Hard working, out-going personality, and with strong sense of responsibility']"
3639,29-Oct-21,"Senior Engineer/Engineer, Network Software (5G Network Integration)",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Shatin Area,Information Technology,,,,"['Reference #:\xa0CTO/COM/NSOFT/2745a-b/210622', 'Job Responsibilities', 'Support R&amp;D in 5G core network, edge computing system and 5G applications integration', 'Build and execute end-to-end system integration, inter-operability testing, verifications, performance testing and tuning on 5G system (5G features, such as Mobile Edge Computing (MEC), Network Slicing, Cloud Native 5GC, IMS, …)', 'Develop hands on experience and know-hows in cloud based technologies (e.g. Docker, Kubernetes, ELK, Kafka);', 'Communicate and support customers for commercialization', 'Requirements', 'Master degree or Bachelor degree in', 'Computer Science, Electronic Engineering, Information Engineering and Mathematics or relevant discipline']"
3640,02-Nov-21,IT Support Assistant (***Five-Day Work Week***),In Consulting Group Limited,,Education,1 year,,,"['With technical support, computer hardware and software installation and maintenance services will be an asset.', 'Monitoring and maintaining computer systems and network', 'Knowledge of LAN/WAN, TCP/IP networking', 'Knowledge of CCTV installation, film and video editing', 'Web design and creating multimedia skills will be an asset.', ""Provide support to end users' on electronic management system"", 'Skills &amp; Requirements', 'Diploma or above in Computer Science, Information Technology or related disciplines', '0 - 5 years of relevant experience in\xa0hardware and software installation and PC support. Fresh graduate will also be considered', 'Knowledge in PC, Microsoft Windows and Office applications', 'Good problem-solving and communication skills with pleasant working attitude', 'Able to work independently and self-motivated', 'We offer:', '**Five-Day Work Week**']"
3641,"{date}"",""",Finance Manager/Assistant Finance Manager in the Finance Office [Ref. A/555/03],City University of Hong Kong,Wong Tai Sin Area,Education,12 years,,,"['Duties', 'Support the accounting and financial operations of University projects, including projects under the University Grants Committee, government funded projects and projects with other organisations in accordance with the established policies and procedures;', 'Provide accurate and timely financial reports, analysis and forecasts for the projects;', 'Support financial matters for subsidiaries in Mainland China, including review on the monthly report, forecast, budget and financial operation procedures and guidelines;', 'Handle funding, financial related and audit matters for research projects in Hong Kong and Mainland China;', 'Ensure quality assurance and process improvement on research projects management;', 'Assist in reporting to the Committee/Working Group; and', 'Perform any other duties as assigned.', 'Requirements', 'A Bachelor’s degree in Accounting/Finance or related disciplines with at least 12 years’ relevant experience preferably in universities/NGOs/sizable organizations with a minimum of 7 years at supervisory level.']"
3642,29-Oct-21,Infrastructure Engineer (IT),Generali Life (Hong Kong) Limited,Tai Koo,Insurance/Pension Funding,5 years,"['Bachelor’s Degree or higher in Computer Science, Business Computer, Computer Engineering or IT related fields', '5 years + in Infrastructure management, network administration, and network security related job experience', 'Knowledge on server and network administration like', 'Cisco Certified Network Associate (CCNA), Microsoft Certificated System Engineer (MCSE), System Administrator (MCSA).', 'Knowledge on Cyber Security market standards like CISSP (Certified Information Systems Security Professional)', 'Knowledge on AWS cloud platform administration and adoption', 'We offer 5-day work, good career prospects and attractive remuneration package to the right candidates. Interested parties please send full resume with expected salary to', ': The Human Resources Department, 21/F, Cityplaza One,1111 King’s Road, Taikoo Shing, Hong Kong or by email.', 'Personal data collected will be strictly used for recruitment purpose only. All unsuccessful applications will be destroyed after two years.']","['Work closely with Enterprise architect, solution architects and application leads to bring-in digital initiatives to the business transformation', 'Installing, setting-up and monitoring company network, devices, servers and workstations;', 'Assist to maintain robust system and data backup strategies, IT disaster recovery and business continuity processes and the associated documentation are in place', 'Assist to adopt infrastructure strategies and Cloud networking', 'Assist to maintain data security with regard to the information being processed, stored or accessed by the network', 'Perform and oversee software installation, upgrades and maintenance, remediate vulnerabilities and keep patch updates to systems', 'Coordinate with suppliers and vendors to support the implementation IT infrastructure projects', 'Provide second tier IT helpdesk support', 'Maintain asset inventory', 'Manage IT operation to meet Group compliance policy, compliance procedures and audit action items', 'Participate in IT project risks assigned by Supervisor/Head of IT &amp; Functional Business Heads']","['Key Responsibilities:', 'Work closely with Enterprise architect, solution architects and application leads to bring-in digital initiatives to the business transformation', 'Installing, setting-up and monitoring company network, devices, servers and workstations;', 'Assist to maintain robust system and data backup strategies, IT disaster recovery and business continuity processes and the associated documentation are in place', 'Assist to adopt infrastructure strategies and Cloud networking', 'Assist to maintain data security with regard to the information being processed, stored or accessed by the network', 'Perform and oversee software installation, upgrades and maintenance, remediate vulnerabilities and keep patch updates to systems', 'Coordinate with suppliers and vendors to support the implementation IT infrastructure projects', 'Provide second tier IT helpdesk support', 'Maintain asset inventory']"
3643,03-Nov-21,"Senior Director, Mainland Strategy and Operations",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),Shatin Area,Information Technology,,,,"['Reference #:\xa0CEO/CEO/MSO/2794/211020', 'Job Responsibilities', 'Reporting to CEO, you will be accountable to:', 'Drive ASTRI’s overall strategy in the Greater Bay Area (GBA) and direct the wholly-owned subsidiary in Shenzhen to capitalize on collaboration and development opportunities.', 'Collaborate with partners in GBA to promote ASTRI’s latest technological innovations in the contexts of the cities’ relative strengths and advantages, and to enhance the brand and reputation of ASTRI through marketing events, showcases, and exhibitions.', 'Lead efforts to help Hong Kong players establish and develop technology-based industries in GBA and drive collaborations on commercialization.', 'Attract enterprises in the mainland to set up businesses/ research centres and invest in R&amp;D projects in Hong Kong, through collaborations and joint applications for funding justification.', 'Drive and carry out ASTRI’s applied R&amp;D and collaboration efforts in GBA through the R&amp;D projects under the five focused initiatives.', 'Fortify strategic alliance with business and technology partners, universities, and R&amp;D institutes in GBA to facilitate knowledge transfer and bolster ASTRI’s regional influence.', 'Cultivate commercialization leads and build strategic partnerships in GBA to realize sustainable values of ASTRI and Hong Kong.']"
3644,03-Nov-21,General Manager / Assistant General Manager,Company Confidential,,Others,10 years,,,"['General Manager / Assistant General Manager', 'The General Manager will direct and control overall operational activities relating to the plants, facilities, and workforces of our Environmental Facilities business. He / She will also formulate short to long term strategic planning for the company and ensure timely implementation of solutions for systems/procedures improvement in order to achieve business and operational performance target and meet customer needs.', 'Key Areas of accountability include:', 'In Operations', 'Design operational standards and goals, as well as driving the business unit to achieve.', 'Lead with integrity and ensure the facilities to comply with all related standards, policies, regulations, ordinances, and recommendations of relevant bodies in international level.', 'Utilize corporate resources to foster safety and environment friendly culture across facilities and operations, e.g. develop recognition programs on desired employee behaviors.', 'Develop systematic approach on facilities management and planning including preventative maintenance as well as capital projects investment.', 'Control overall operational cost effectively.']"
3645,04-Nov-21,Head of Talent Acquisition (60-80k),Randstad Hong Kong Limited,Quarry Bay,Human Resources Management/Consultancy,,,,"['about the company.', 'My client is a leading biotech company with a company size of over 300 headcount. They are currently expanding their business and looking for a Head of Talent Acquisition to join their team.', 'about the team.', 'Reporting to the Chief People Officer and leading team of 3-4 headcount.', 'about the job.', 'Lead a small team of Recruiters to successfully deliver a high quality experienced hire recruiting program', 'Implement innovation and resourceful talent acquisition strategies and build talent pipeline for future organization growth', 'Responsible for overall strategies of employer branding and deliver a great candidate experience', 'Drive talent and business outcomes as a manpower and organisation structure advisor to the company', 'Track and manage all talent acquisition related data analytics in order to provide insight which channels were working most effectively', 'Proactively headhunt passive job-seekers to compliment active job applicants']"
3646,02-Nov-21,Government Funding Project Officer (Funding Project / Vetting / KYC / CS/ banking),Lindy Williams,Others,Human Resources Management/Consultancy,2 years,"['Bachelor Degree in Computer Science, Business or related discipline is preferred', 'At least\xa02 years of\xa0 relevant experience', 'Good analytical, writing, presentation, interpersonal and communication skills', 'Proficiency in Microsoft Office and Chinese Word Processing', 'Good command of both spoken and written English and Chinese', 'All information collected will be kept in strict confidence and will be used for recruitment purpose only.', 'Please submit the application with your resume with your availability &amp; expected salary if you are interested.', 'Whatsapp No. Ms RM +852 5285 3022', 'For more jobs, please visit our website:', 'www.williams-asia.com', '(Personal data submitted are for recruitment purpose only.)']",,"['Our client is a multi-disciplinary organisation and is inviting a number of Contract Project Officers.', 'Location: Kowloon Tong', 'Contract period: asap - 6 months (under agency payroll with basic benefits and gratuity bonus depends on performance)', 'Position: Contract Project Officer', '(Funding Program / Vetting / KYC /\xa0 CS / Banking / hospitality)', 'Duties:', 'Support project work for a Government funding programme to support enterprises to fast-track the acquisition of technology solutions to continue their business remotely', 'Assist in assessment of applications, fund disbursement, general enquiries and complaints', 'Support on-site checking of funded projects', 'Provide administrative support', 'Job Requirements:', 'Bachelor Degree in Computer Science, Business or related discipline is preferred', 'At least\xa02 years of\xa0 relevant experience', 'Good analytical, writing, presentation, interpersonal and communication skills', 'Proficiency in Microsoft Office and Chinese Word Processing']"
3647,03-Nov-21,Quality Assurance Inspector/Assistant 品質管理/產品監控  (Food Retail Store / Supermarket),Uni-China (Market) Management Limited,Lai Chi Kok,Others,1 year,"['Tertiary education in Food Science/Food Safety or related disciplines', '2 years relevant working experience in supermarket / food store is preferred', 'Knowledge on HACCP and ISO 15161,22000 is preferred', 'Proficient in MS Office application (Excel, Word &amp; PowerPoint) and Chinese Word Processing', 'Be proactive, self-motivated and work independently', 'Good time management skill, well-organized with strong analytical mind', 'Immediate available is highly preferred', 'Fresh graduate is welcome', 'Staff Benefits:', 'Medical Insurance Coverage']","['To handle daily quality assurance activities', 'To conduct retail store audit in time according to company requirements', 'To review and update processing flow chart and products specification', 'To oversee and manage all specifications of our products with risk management approach', 'To investigate and handle complaints related to food quality', 'Assist the ad-hoc projects as assigned', 'Requirements:', 'Tertiary education in Food Science/Food Safety or related disciplines', '2 years relevant working experience in supermarket / food store is preferred', 'Knowledge on HACCP and ISO 15161,22000 is preferred']","['Responsibilities:', 'To handle daily quality assurance activities', 'To conduct retail store audit in time according to company requirements', 'To review and update processing flow chart and products specification', 'To oversee and manage all specifications of our products with risk management approach', 'To investigate and handle complaints related to food quality', 'Assist the ad-hoc projects as assigned', 'Requirements:', 'Tertiary education in Food Science/Food Safety or related disciplines']"
3648,03-Nov-21,Business Operation Coordinator,Bright Future Pharmaceutical Laboratories Ltd,Yuen Long,Medical/Pharmaceutical,1 year,"['Bachelor degree or above. Major in Supply Chain Management, Marketing or Science preferred', 'Good command of written and spoken Cantonese, English and Mandarin', 'Proficiency in MS Office application (Word, Excel &amp; PowerPoint)', 'A good team player, a ""willing-to-do"" attitude', 'Immediate available is highly preferred', 'We offer 5-day work with good career prospects and excellent fringe benefits to the right candidates\xa0including shuttle bus, medical insurance, free luncheon, and discretionary bonus.', 'Interested parties please send your full resume stating your current and expected salary and date of availability to the Human Resources Department by clicking Apply NOW.', '(Data collected will be used for recruitment purposes only.)']",,"['About Bright Future', 'Founded in 1993, Bright Future is a Hong Kong research-based leading multinational pharmaceutical company focused on skin health, pediatrics, respiratory and pain management. With experience and capabilities in the development, manufacturing and commercialization of prescription medications, OTC products and health functional products, Bright Future puts quality of life first and is committed to offering excellent health solutions to make every life healthier. As is our vision:\xa0 “brighter life better future”.', 'To cope with our business expansion and new product development, we are looking for the right talent to join our growing Hong Kong office.', 'Job Description:', 'To assist on the global order process and customer service', 'Analyze the sales date and give insight to the sales behavior', 'To assist on optimizing the business operation flow and ensure the effectiveness', 'To assist on supporting the market events', 'Requirements:', 'Bachelor degree or above. Major in Supply Chain Management, Marketing or Science preferred', 'Good command of written and spoken Cantonese, English and Mandarin', 'Proficiency in MS Office application (Word, Excel &amp; PowerPoint)', 'A good team player, a ""willing-to-do"" attitude', 'Immediate available is highly preferred']"
3649,03-Nov-21,"Assistant Manager, Corporate Communication and Strategy","LEAP, Hong Kong Science & Technology Parks Corporation",Yau Tsim Mong Area,Information Technology,4 years,,,"['Highlights', 'FreightAmigo', '- FreighTech + FinTech eMarketPlace', 'Digital marketing experience. Funny. Creative.', 'Career Development Opportunities', 'Energetic,\xa0customer-focused and detailed-oriented', 'Job responsibilities:', 'Responsible for developing']"
3650,28-Oct-21,AM / Manager - Project Management ( Trade Booking Systems / Settlement Systems ),Be Myjob Company Limited,Aberdeen,Human Resources Management/Consultancy,,,,"['Responsibility :', 'Taken part in helping system implementation online for new business module setup or fine tuning', 'Work for the company centralized Database Management system implementation project', 'Understand client setup, trade booking, multiple product types (Equity, Futures/Options, FICC, Structured Products, Funds) trade flow and manage the analysis of data in applications', 'Gather system requirements from users and business owners, translating them into detailed requirements documentation and technical specification', 'Assist in the creation, implementation and maintenance of a standardized requirements document', 'Perform application SIT &amp; UAT, system data set up, user training', 'Requirement :', 'Bachelor’s degree or above in Finance/Engineering/Computer science/Information Systems or related discipline;', 'Sound product knowledge and workflow (Equity, Futures/Options, FICC, Structured Products, Funds)', 'Solid experience of writing SQL statement for retrieving and updating data in', 'Database Strong sense of responsibility with good analytical skill, self-motivated and good problem solving skills', 'Good command of both written and spoken English and Chinese including Putonghua']"
